"kategori","kelas","keparahan","id_entri","kode","halaman_pdf","detail"
"penomoran","sumber","informasi","E02027","541","815","Golongan 541 TENAGA USAHA JASA PERLINDUNGAN: nomor subgolongan tidak berurutan. Kode yang tidak dipakai pada publikasi: 5412."
