"kode","terpindai_kolom_kode","terbaca_sebagai_judul","halaman_pdf","jumlah_kemunculan"
"3344.01","True","True","661","1"
"3344.02","True","True","661","1"
"3344.03","True","True","661","1"
"3344.04","True","True","661","1"
"3344.05","True","True","662","1"
"3344.99","True","True","662","1"
"3351.01","True","True","664","1"
"3351.02","True","True","664","1"
"3351.03","True","True","664","1"
"3351.04","True","True","665","1"
"3351.05","True","True","665","1"
"3351.99","True","True","666","1"
"3352.01","True","True","666","1"
"3352.02","True","True","666","1"
"3352.99","True","True","667","1"
"3353.01","True","True","667","1"
"3353.02","True","True","667","1"
"3353.03","True","True","668","1"
"3353.99","True","True","668","1"
"3354.01","True","True","669","1"
"3354.02","True","True","669","1"
"3354.03","True","True","669","1"
"3354.99","True","True","669","1"
"3359.01","True","True","670","1"
"3359.02","True","True","670","1"
"3359.03","True","True","671","1"
"3359.04","True","True","671","1"
"3359.05","True","True","671","1"
"3359.99","True","True","672","1"
"3411.01","True","True","674","1"
"3411.02","True","True","674","1"
"3411.03","True","True","674","1"
"3411.04","True","True","675","1"
"3411.05","True","True","675","1"
"3411.06","True","True","675","1"
"3411.07","True","True","676","1"
"3411.99","True","True","676","1"
"3412.01","True","True","677","1"
"3412.02","True","True","678","1"
"3412.99","True","True","678","1"
"3413.01","True","True","679","1"
"3413.02","True","True","679","1"
"3413.03","True","True","679","1"
"3413.04","True","True","679","1"
"3413.05","True","True","680","1"
"3413.06","True","True","680","1"
"3413.07","True","True","680","1"
"3413.08","True","True","680","1"
"3413.09","True","True","680","1"
"3413.99","True","True","681","1"
"3421.00","True","True","682","1"
"3422.01","True","True","683","1"
"3422.02","True","True","683","1"
"3422.03","True","True","684","1"
"3422.04","True","True","684","1"
"3422.05","True","True","684","1"
"3422.06","True","True","685","1"
"3422.07","True","True","685","1"
"3422.99","True","True","685","1"
"3423.01","True","True","686","1"
"3423.02","True","True","686","1"
"3423.03","True","True","687","1"
"3423.04","True","True","687","1"
"3423.99","True","True","687","1"
"3431.01","True","True","689","1"
"3431.02","True","True","689","1"
"3431.99","True","True","690","1"
"3432.01","True","True","690","1"
"3432.02","True","True","691","1"
"3432.03","True","True","691","1"
"3432.99","True","True","692","1"
"3433.01","True","True","692","1"
"3433.02","True","True","693","1"
"3433.03","True","True","693","1"
"3433.04","True","True","693","1"
"3433.99","True","True","694","1"
"3434.01","True","True","695","1"
"3434.02","True","True","695","1"
"3434.99","True","True","695","1"
"3435.01","True","True","696","1"
"3435.02","True","True","697","1"
"3435.03","True","True","697","1"
"3435.04","True","True","698","1"
"3435.05","True","True","698","1"
"3435.06","True","True","698","1"
"3435.07","True","True","699","1"
"3435.08","True","True","699","1"
"3435.09","True","True","699","1"
"3435.10","True","True","700","1"
"3435.11","True","True","700","1"
"3435.12","True","True","700","1"
"3435.13","True","True","701","1"
"3435.14","True","True","701","1"
"3435.15","True","True","701","1"
"3435.16","True","True","701","1"
"3435.99","True","True","702","1"
"3511.01","True","True","704","1"
"3511.02","True","True","704","1"
"3511.99","True","True","705","1"
"3512.01","True","True","705","1"
"3512.99","True","True","706","1"
"3513.01","True","True","706","1"
"3513.02","True","True","706","1"
"3513.03","True","True","707","1"
"3513.99","True","True","707","1"
"3514.01","True","True","708","1"
"3514.02","True","True","708","1"
"3514.03","True","True","708","1"
"3514.99","True","True","709","1"
"3521.01","True","True","710","1"
"3521.02","True","True","710","1"
"3521.03","True","True","711","1"
"3521.04","True","True","711","1"
"3521.05","True","True","711","1"
"3521.06","True","True","712","1"
"3521.07","True","True","712","1"
"3521.99","True","True","712","1"
"3522.00","True","True","713","1"
"4110.00","True","True","718","1"
"4120.00","True","True","719","1"
"4131.01","True","True","721","1"
"4131.02","True","True","721","1"
"4131.03","True","True","721","1"
"4131.04","True","True","722","1"
"4131.99","True","True","722","1"
"4132.01","True","True","722","1"
"4132.02","True","True","723","1"
"4132.03","True","True","723","1"
"4132.99","True","True","723","1"
"4211.01","True","True","724","1"
"4211.02","True","True","725","1"
"4211.03","True","True","725","1"
"4211.99","True","True","725","1"
"4212.01","True","True","726","1"
"4212.02","True","True","726","1"
"4212.99","True","True","726","1"
"4213.01","True","True","726","1"
"4213.02","True","True","727","1"
"4213.03","True","True","727","1"
"4213.99","True","True","727","1"
"4219.00","True","True","727","1"
"4221.01","True","True","729","1"
"4221.02","True","True","729","1"
"4221.03","True","True","730","1"
"4221.04","True","True","730","1"
"4221.05","True","True","730","1"
"4221.99","True","True","730","1"
"4222.00","True","True","731","1"
"4223.01","True","True","732","1"
"4223.02","True","True","732","1"
"4223.99","True","True","732","1"
"4224.00","True","True","733","1"
"4225.00","True","True","733","1"
"4226.01","True","True","734","1"
"4226.02","True","True","734","1"
"4226.99","True","True","735","1"
"4227.01","True","True","735","1"
"4227.02","True","True","735","1"
"4227.03","True","True","736","1"
"4227.99","True","True","736","1"
"4229.00","True","True","736","1"
"4311.01","True","True","738","1"
"4311.02","True","True","738","1"
"4311.99","True","True","739","1"
"4312.01","True","True","740","1"
"4312.02","True","True","740","1"
"4312.03","True","True","740","1"
"4312.04","True","True","740","1"
"4312.05","True","True","741","1"
"4312.06","True","True","741","1"
"4312.07","True","True","741","1"
"4312.99","True","True","742","1"
"4313.00","True","True","742","1"
"4321.01","True","True","744","1"
"4321.02","True","True","744","1"
"4321.03","True","True","744","1"
"4321.04","True","True","745","1"
"4321.05","True","True","745","1"
"4321.99","True","True","745","1"
"4322.01","True","True","746","1"
"4322.02","True","True","746","1"
"4322.99","True","True","746","1"
"4323.01","True","True","747","1"
"4323.02","True","True","747","1"
"4323.99","True","True","748","1"
"4411.01","True","True","749","1"
"4411.02","True","True","749","1"
"4411.99","True","True","749","1"
"4412.01","True","True","750","1"
"4412.02","True","True","750","1"
"4412.99","True","True","750","1"
"4413.01","True","True","751","1"
"4413.02","True","True","751","1"
"4413.99","True","True","751","1"
"4414.01","True","True","752","1"
"4414.99","True","True","752","1"
"4415.01","True","True","752","1"
"4415.02","True","True","752","1"
"4415.99","True","True","753","1"
"4416.01","True","True","753","1"
"4416.02","True","True","754","1"
"4416.99","True","True","754","1"
"4419.01","True","True","755","1"
"4419.02","True","True","755","1"
"4419.03","True","True","755","1"
"4419.04","True","True","756","1"
"4419.99","True","True","756","1"
"5111.01","True","True","761","1"
"5111.02","True","True","761","1"
"5111.03","True","True","761","1"
"5111.99","True","True","762","1"
"5112.01","True","True","762","1"
"5112.02","True","True","763","1"
"5112.03","True","True","763","1"
"5112.99","True","True","763","1"
"5113.01","True","True","764","1"
"5113.02","True","True","764","1"
"5113.03","True","True","765","1"
"5113.04","True","True","765","1"
"5113.99","True","True","765","1"
"5120.00","True","True","766","1"
"5131.00","True","True","767","1"
"5132.01","True","True","768","1"
"5132.99","True","True","769","1"
"5141.01","True","True","770","1"
"5141.02","True","True","770","1"
"5141.03","True","True","770","1"
"5141.99","True","True","770","1"
"5142.01","True","True","771","1"
"5142.02","True","True","771","1"
"5142.03","True","True","771","1"
"5142.04","True","True","771","1"
"5142.05","True","True","772","1"
"5142.99","True","True","772","1"
"5151.01","True","True","773","1"
"5151.02","True","True","773","1"
"5151.99","True","True","774","1"
"5152.01","True","True","774","1"
"5152.02","True","True","775","1"
"5152.99","True","True","775","1"
"5153.01","True","True","776","1"
"5153.02","True","True","776","1"
"5153.03","True","True","776","1"
"5153.04","True","True","776","1"
"5153.99","True","True","777","1"
"5161.01","True","True","778","1"
"5161.02","True","True","778","1"
"5161.03","True","True","778","1"
"5161.04","True","True","779","1"
"5161.99","True","True","779","1"
"5162.01","True","True","779","1"
"5162.02","True","True","780","1"
"5162.99","True","True","780","1"
"5163.01","True","True","780","1"
"5163.02","True","True","781","1"
"5163.99","True","True","781","1"
"5164.01","True","True","782","1"
"5164.02","True","True","782","1"
"5164.03","True","True","782","1"
"5164.04","True","True","782","1"
"5164.05","True","True","783","1"
"5164.99","True","True","783","1"
"5165.00","True","True","783","1"
"5169.01","True","True","784","1"
"5169.02","True","True","784","1"
"5169.03","True","True","784","1"
"5169.99","True","True","785","1"
"5211.01","True","True","787","1"
"5211.02","True","True","787","1"
"5211.99","True","True","787","1"
"5212.01","True","True","788","1"
"5212.02","True","True","788","1"
"5212.99","True","True","788","1"
"5221.01","True","True","789","1"
"5221.02","True","True","790","1"
"5221.03","True","True","790","1"
"5221.99","True","True","790","1"
"5222.01","True","True","791","1"
"5222.02","True","True","791","1"
"5222.03","True","True","792","1"
"5222.99","True","True","792","1"
"5223.01","True","True","793","1"
"5223.02","True","True","793","1"
"5223.03","True","True","793","1"
"5223.99","True","True","793","1"
"5230.01","True","True","795","1"
"5230.02","True","True","795","1"
"5230.99","True","True","795","1"
"5241.01","True","True","796","1"
"5241.02","True","True","797","1"
"5241.99","True","True","797","1"
"5242.01","True","True","797","1"
"5242.02","True","True","798","1"
"5242.99","True","True","798","1"
"5243.00","True","True","798","1"
"5244.01","True","True","799","1"
"5244.02","True","True","800","1"
"5244.03","True","True","800","1"
"5244.99","True","True","800","1"
"5245.01","True","True","801","1"
"5245.02","True","True","801","1"
"5245.03","True","True","801","1"
"5245.04","True","True","801","1"
"5245.99","True","True","802","1"
"5246.01","True","True","803","1"
"5246.99","True","True","803","1"
"5249.01","True","True","803","1"
"5249.99","True","True","804","1"
"5311.01","True","True","805","1"
"5311.02","True","True","806","1"
"5311.03","True","True","806","1"
"5311.99","True","True","806","1"
"5312.01","True","True","807","1"
"5312.02","True","True","807","1"
"5312.99","True","True","807","1"
"5321.01","True","True","809","1"
"5321.02","True","True","809","1"
"5321.99","True","True","810","1"
"5322.01","True","True","811","1"
"5322.02","True","True","812","1"
"5322.03","True","True","812","1"
"5322.04","True","True","812","1"
"5322.99","True","True","813","1"
"5329.01","True","True","813","1"
"5329.02","True","True","814","1"
"5329.03","True","True","814","1"
"5329.04","True","True","814","1"
"5329.05","True","True","814","1"
"5329.06","True","True","814","1"
"5329.07","True","True","815","1"
"5329.99","True","True","815","1"
"5411.01","True","True","816","1"
"5411.02","True","True","817","1"
"5411.99","True","True","817","1"
"5413.00","True","True","817","1"
"5414.01","True","True","818","1"
"5414.02","True","True","819","1"
"5414.03","True","True","819","1"
"5414.04","True","True","819","1"
"5414.05","True","True","819","1"
"5414.99","True","True","820","1"
"5419.01","True","True","820","1"
"5419.02","True","True","821","1"
"5419.03","True","True","821","1"
"5419.04","True","True","821","1"
"5419.05","True","True","821","1"
"5419.06","True","True","821","1"
"5419.07","True","True","821","1"
"5419.99","True","True","822","1"
"6111.01","True","True","827","1"
"6111.02","True","True","827","1"
"6111.03","True","True","828","1"
"6111.04","True","True","828","1"
"6111.05","True","True","828","1"
"6111.06","True","True","829","1"
"6111.99","True","True","829","1"
"6112.01","True","True","830","1"
"6112.02","True","True","830","1"
"6112.03","True","True","830","1"
"6112.04","True","True","830","1"
"6112.05","True","True","831","1"
"6112.06","True","True","831","1"
"6112.07","True","True","831","1"
"6112.08","True","True","832","1"
"6112.09","True","True","832","1"
"6112.10","True","True","832","1"
"6112.99","True","True","832","1"
"6113.01","True","True","833","1"
"6113.02","True","True","834","1"
"6113.03","True","True","834","1"
"6113.99","True","True","834","1"
"6114.01","True","True","835","1"
"6114.02","True","True","835","1"
"6114.99","True","True","835","1"
"6121.01","True","True","837","1"
"6121.02","True","True","838","1"
"6121.03","True","True","838","1"
"6121.04","True","True","839","1"
"6121.05","True","True","839","1"
"6121.06","True","True","840","1"
"6121.07","True","True","840","1"
"6121.08","True","True","841","1"
"6121.09","True","True","841","1"
"6121.10","True","True","841","1"
"6121.99","True","True","842","1"
"6122.01","True","True","842","1"
"6122.02","True","True","843","1"
"6122.99","True","True","843","1"
"6123.01","True","True","843","1"
"6123.02","True","True","844","1"
"6123.99","True","True","844","1"
"6129.01","True","True","845","1"
"6129.02","True","True","845","1"
"6129.03","True","True","846","1"
"6129.99","True","True","846","1"
"6130.01","True","True","848","1"
"6130.02","True","True","848","1"
"6130.99","True","True","848","1"
"6210.01","True","True","850","1"
"6210.02","True","True","850","1"
"6210.03","True","True","851","1"
"6210.04","True","True","851","1"
"6210.05","True","True","851","1"
"6210.06","True","True","852","1"
"6210.99","True","True","852","1"
"6221.01","True","True","853","1"
"6221.02","True","True","853","1"
"6221.03","True","True","854","1"
"6221.04","True","True","854","1"
"6221.05","True","True","854","1"
"6221.06","True","True","854","1"
"6221.07","True","True","855","1"
"6221.08","True","True","855","1"
"6221.09","True","True","855","1"
"6221.99","True","True","855","1"
"6222.01","True","True","856","1"
"6222.02","True","True","856","1"
"6222.03","True","True","857","1"
"6222.99","True","True","857","1"
"6223.01","True","True","858","1"
"6223.02","True","True","858","1"
"6223.99","True","True","858","1"
"6224.01","True","True","859","1"
"6224.02","True","True","859","1"
"6224.03","True","True","859","1"
"6224.99","True","True","860","1"
"6310.00","True","True","861","1"
"6320.00","True","True","863","1"
"6330.00","True","True","864","1"
"6340.01","True","True","866","1"
"6340.02","True","True","866","1"
"6340.03","True","True","866","1"
"6340.99","True","True","867","1"
"7111.00","True","True","873","1"
"7112.01","True","True","873","1"
"7112.02","True","True","874","1"
"7112.99","True","True","874","1"
"7113.01","True","True","874","1"
"7113.02","True","True","874","1"
"7113.99","True","True","874","1"
"7114.01","True","True","875","1"
"7114.02","True","True","875","1"
"7114.03","True","True","875","1"
"7114.99","True","True","875","1"
"7115.01","True","True","876","1"
"7115.02","True","True","876","1"
"7115.03","True","True","876","1"
"7115.04","True","True","876","1"
"7115.99","True","True","877","1"
"7119.01","True","True","877","1"
"7119.02","True","True","877","1"
"7119.03","True","True","877","1"
"7119.04","True","True","878","1"
"7119.99","True","True","878","1"
"7121.01","True","True","879","1"
"7121.02","True","True","879","1"
"7121.03","True","True","879","1"
"7121.99","True","True","880","1"
"7122.01","True","True","880","1"
"7122.02","True","True","880","1"
"7122.03","True","True","880","1"
"7122.04","True","True","880","1"
"7122.99","True","True","881","1"
"7123.01","True","True","881","1"
"7123.02","True","True","881","1"
"7123.03","True","True","881","1"
"7123.04","True","True","882","1"
"7123.05","True","True","882","1"
"7123.99","True","True","882","1"
"7124.01","True","True","882","1"
"7124.02","True","True","883","1"
"7124.03","True","True","883","1"
"7124.04","True","True","883","1"
"7124.99","True","True","884","1"
"7125.01","True","True","884","1"
"7125.02","True","True","884","1"
"7125.03","True","True","884","1"
"7125.04","True","True","884","1"
"7125.99","True","True","885","1"
"7126.01","True","True","885","1"
"7126.02","True","True","885","1"
"7126.03","True","True","885","1"
"7126.99","True","True","886","1"
"7127.01","True","True","886","1"
"7127.02","True","True","886","1"
"7127.99","True","True","886","1"
"7131.01","True","True","887","1"
"7131.02","True","True","887","1"
"7131.99","True","True","888","1"
"7132.01","True","True","888","1"
"7132.02","True","True","888","1"
"7132.03","True","True","888","1"
"7132.99","True","True","888","1"
"7133.01","True","True","889","1"
"7133.02","True","True","889","1"
"7133.03","True","True","889","1"
"7133.99","True","True","889","1"
"7211.01","True","True","891","1"
"7211.02","True","True","891","1"
"7211.99","True","True","891","1"
"7212.01","True","True","892","1"
"7212.02","True","True","892","1"
"7212.03","True","True","892","1"
"7212.99","True","True","892","1"
"7213.01","True","True","893","1"
"7213.02","True","True","893","1"
"7213.03","True","True","893","1"
"7213.99","True","True","894","1"
"7214.01","True","True","894","1"
"7214.02","True","True","894","1"
"7214.03","True","True","894","1"
"7214.99","True","True","895","1"
"7215.01","True","True","895","1"
"7215.02","True","True","895","1"
"7215.03","True","True","895","1"
"7215.04","True","True","896","1"
"7215.05","True","True","896","1"
"7215.99","True","True","896","1"
"7221.01","True","True","897","1"
"7221.02","True","True","897","1"
"7221.03","True","True","897","1"
"7221.99","True","True","897","1"
"7222.01","True","True","898","1"
"7222.02","True","True","898","1"
"7222.03","True","True","898","1"
"7222.99","True","True","899","1"
"7223.01","True","True","899","1"
"7223.02","True","True","899","1"
"7223.03","True","True","899","1"
"7223.04","True","True","900","1"
"7223.05","True","True","900","1"
"7223.06","True","True","900","1"
"7223.99","True","True","900","1"
"7224.01","True","True","901","1"
"7224.02","True","True","901","1"
"7224.03","True","True","901","1"
"7224.04","True","True","901","1"
"7224.99","True","True","901","1"
"7231.01","True","True","902","1"
"7231.02","True","True","903","1"
"7231.03","True","True","903","1"
"7231.04","True","True","903","1"
"7231.05","True","True","903","1"
"7231.06","True","True","903","1"
"7231.07","True","True","904","1"
"7231.99","True","True","904","1"
"7232.01","True","True","905","1"
"7232.02","True","True","905","1"
"7232.03","True","True","905","1"
"7232.04","True","True","906","1"
"7232.05","True","True","906","1"
"7232.06","True","True","906","1"
"7232.07","True","True","906","1"
"7232.99","True","True","907","1"
"7233.01","True","True","907","1"
"7233.02","True","True","907","1"
"7233.03","True","True","907","1"
"7233.04","True","True","908","1"
"7233.05","True","True","908","1"
"7233.99","True","True","908","1"
"7234.01","True","True","908","1"
"7234.02","True","True","908","1"
"7234.99","True","True","909","1"
"7311.01","True","True","911","1"
"7311.02","True","True","911","1"
"7311.03","True","True","911","1"
"7311.04","True","True","912","1"
"7311.05","True","True","912","1"
"7311.99","True","True","912","1"
"7312.01","True","True","913","1"
"7312.02","True","True","913","1"
"7312.03","True","True","913","1"
"7312.04","True","True","913","1"
"7312.05","True","True","913","1"
"7312.99","True","True","913","1"
"7313.01","True","True","914","1"
"7313.02","True","True","914","1"
"7313.03","True","True","915","1"
"7313.04","True","True","915","1"
"7313.05","True","True","915","1"
"7313.06","True","True","915","1"
"7313.99","True","True","915","1"
"7314.01","True","True","916","1"
"7314.02","True","True","916","1"
"7314.03","True","True","916","1"
"7314.99","True","True","916","1"
"7315.01","True","True","917","1"
"7315.02","True","True","917","1"
"7315.03","True","True","918","1"
"7315.04","True","True","918","1"
"7315.99","True","True","918","1"
"7316.01","True","True","919","1"
"7316.02","True","True","919","1"
"7316.03","True","True","919","1"
"7316.04","True","True","919","1"
"7316.05","True","True","919","1"
"7316.99","True","True","920","1"
"7317.01","True","True","920","1"
"7317.02","True","True","920","1"
"7317.03","True","True","921","1"
"7317.04","True","True","921","1"
"7317.05","True","True","921","1"
"7317.06","True","True","921","1"
"7317.99","True","True","921","1"
"7318.01","True","True","922","1"
"7318.02","True","True","922","1"
"7318.03","True","True","922","1"
"7318.04","True","True","922","1"
"7318.05","True","True","923","1"
"7318.06","True","True","923","1"
"7318.07","True","True","923","1"
"7318.99","True","True","923","1"
"7319.01","True","True","923","1"
"7319.02","True","True","924","1"
"7319.03","True","True","924","1"
"7319.99","True","True","924","1"
"7321.01","True","True","925","1"
"7321.02","True","True","925","1"
"7321.03","True","True","925","1"
"7321.04","True","True","925","1"
"7321.99","True","True","926","1"
"7322.01","True","True","926","1"
"7322.02","True","True","926","1"
"7322.03","True","True","926","1"
"7322.04","True","True","926","1"
"7322.05","True","True","927","1"
"7322.06","True","True","927","1"
"7322.07","True","True","927","1"
"7322.08","True","True","927","1"
"7322.99","True","True","927","1"
"7323.01","True","True","928","1"
"7323.02","True","True","928","1"
"7323.03","True","True","928","1"
"7323.04","True","True","928","1"
"7323.05","True","True","928","1"
"7323.99","True","True","929","1"
"7411.01","True","True","930","1"
"7411.02","True","True","930","1"
"7411.99","True","True","930","1"
"7412.01","True","True","931","1"
"7412.02","True","True","931","1"
"7412.03","True","True","931","1"
"7412.99","True","True","932","1"
"7413.01","True","True","932","1"
"7413.02","True","True","932","1"
"7413.99","True","True","933","1"
"7421.01","True","True","934","1"
"7421.02","True","True","934","1"
"7421.03","True","True","934","1"
"7421.04","True","True","935","1"
"7421.99","True","True","935","1"
"7422.01","True","True","935","1"
"7422.02","True","True","936","1"
"7422.03","True","True","936","1"
"7422.04","True","True","936","1"
"7422.99","True","True","936","1"
"7511.01","True","True","938","1"
"7511.02","True","True","938","1"
"7511.03","True","True","938","1"
"7511.04","True","True","938","1"
"7511.05","True","True","938","1"
"7511.99","True","True","938","1"
"7512.01","True","True","939","1"
"7512.02","True","True","939","1"
"7512.03","True","True","940","1"
"7512.04","True","True","940","1"
"7512.99","True","True","940","1"
"7513.01","True","True","940","1"
"7513.02","True","True","941","1"
"7513.03","True","True","941","1"
"7513.99","True","True","941","1"
"7514.01","True","True","941","1"
"7514.02","True","True","942","1"
"7514.03","True","True","942","1"
"7514.04","True","True","942","1"
"7514.05","True","True","942","1"
"7514.06","True","True","942","1"
"7514.99","True","True","943","1"
"7515.01","True","True","943","1"
"7515.02","True","True","943","1"
"7515.03","True","True","943","1"
"7515.04","True","True","943","1"
"7515.05","True","True","944","1"
"7515.06","True","True","944","1"
"7515.07","True","True","944","1"
"7515.99","True","True","944","1"
"7516.01","True","True","944","1"
"7516.02","True","True","945","1"
"7516.03","True","True","945","1"
"7516.04","True","True","945","1"
"7516.99","True","True","945","1"
"7521.01","True","True","946","1"
"7521.02","True","True","947","1"
"7521.99","True","True","947","1"
"7522.01","True","True","947","1"
"7522.02","True","True","948","1"
"7522.03","True","True","948","1"
"7522.99","True","True","948","1"
"7523.01","True","True","949","1"
"7523.02","True","True","949","1"
"7523.03","True","True","949","1"
"7523.04","True","True","949","1"
"7523.05","True","True","949","1"
"7523.99","True","True","950","1"
"7531.01","True","True","951","1"
"7531.02","True","True","951","1"
"7531.03","True","True","951","1"
"7531.99","True","True","952","1"
"7532.01","True","True","952","1"
"7532.02","True","True","953","1"
"7532.03","True","True","953","1"
"7532.04","True","True","953","1"
"7532.99","True","True","953","1"
"7533.01","True","True","954","1"
"7533.02","True","True","954","1"
"7533.03","True","True","954","1"
"7533.99","True","True","955","1"
"7534.01","True","True","955","1"
"7534.02","True","True","955","1"
"7534.03","True","True","956","1"
"7534.99","True","True","956","1"
"7535.01","True","True","957","1"
"7535.02","True","True","957","1"
"7535.03","True","True","957","1"
"7535.99","True","True","957","1"
"7536.01","True","True","958","1"
"7536.02","True","True","958","1"
"7536.03","True","True","958","1"
"7536.04","True","True","958","1"
"7536.99","True","True","959","1"
"7541.01","True","True","960","1"
"7541.02","True","True","960","1"
"7541.03","True","True","960","1"
"7541.04","True","True","960","1"
"7541.05","True","True","961","1"
"7541.99","True","True","961","1"
"7542.01","True","True","961","1"
"7542.02","True","True","962","1"
"7542.99","True","True","962","1"
"7543.01","True","True","962","1"
"7543.02","True","True","963","1"
"7543.03","True","True","963","1"
"7543.99","True","True","963","1"
"7544.01","True","True","964","1"
"7544.02","True","True","964","1"
"7544.03","True","True","964","1"
"7544.99","True","True","964","1"
"7549.01","True","True","965","1"
"7549.02","True","True","965","1"
"7549.99","True","True","965","1"
"8111.01","True","True","971","1"
"8111.02","True","True","971","1"
"8111.03","True","True","972","1"
"8111.04","True","True","972","1"
"8111.05","True","True","972","1"
"8111.06","True","True","973","1"
"8111.07","True","True","973","1"
"8111.08","True","True","973","1"
"8111.09","True","True","973","1"
"8111.10","True","True","973","1"
"8111.99","True","True","974","1"
"8112.01","True","True","974","1"
"8112.02","True","True","975","1"
"8112.03","True","True","975","1"
"8112.04","True","True","975","1"
"8112.05","True","True","975","1"
"8112.99","True","True","976","1"
"8113.01","True","True","977","1"
"8113.02","True","True","977","1"
"8113.03","True","True","977","1"
"8113.04","True","True","978","1"
"8113.05","True","True","978","1"
"8113.99","True","True","978","1"
"8114.01","True","True","979","1"
"8114.02","True","True","980","1"
"8114.03","True","True","980","1"
"8114.04","True","True","980","1"
"8114.05","True","True","980","1"
"8114.06","True","True","980","1"
"8114.99","True","True","981","1"
"8121.01","True","True","982","1"
"8121.02","True","True","982","1"
"8121.03","True","True","983","1"
"8121.04","True","True","983","1"
"8121.05","True","True","983","1"
"8121.99","True","True","983","1"
"8122.01","True","True","984","1"
"8122.02","True","True","984","1"
"8122.03","True","True","985","1"
"8122.99","True","True","985","1"
"8131.01","True","True","986","1"
"8131.02","True","True","987","1"
"8131.03","True","True","987","1"
"8131.04","True","True","987","1"
"8131.05","True","True","988","1"
"8131.06","True","True","988","1"
"8131.07","True","True","988","1"
"8131.99","True","True","988","1"
"8132.01","True","True","989","1"
"8132.02","True","True","989","1"
"8132.03","True","True","990","1"
"8132.04","True","True","990","1"
"8132.05","True","True","990","1"
"8132.99","True","True","990","1"
"8141.01","True","True","992","1"
"8141.02","True","True","992","1"
"8141.03","True","True","992","1"
"8141.04","True","True","992","1"
"8141.05","True","True","993","1"
"8141.06","True","True","993","1"
"8141.99","True","True","993","1"
"8142.01","True","True","994","1"
"8142.02","True","True","994","1"
"8142.03","True","True","994","1"
"8142.04","True","True","995","1"
"8142.05","True","True","995","1"
"8142.99","True","True","995","1"
"8143.01","True","True","996","1"
"8143.02","True","True","996","1"
"8143.03","True","True","996","1"
"8143.04","True","True","996","1"
"8143.05","True","True","997","1"
"8143.99","True","True","997","1"
"8151.01","True","True","999","1"
"8151.02","True","True","999","1"
"8151.03","True","True","999","1"
"8151.04","True","True","999","1"
"8151.99","True","True","1000","1"
"8152.01","True","True","1000","1"
"8152.02","True","True","1001","1"
"8152.03","True","True","1001","1"
"8152.99","True","True","1001","1"
"8153.01","True","True","1002","1"
"8153.02","True","True","1002","1"
"8153.99","True","True","1003","1"
"8154.01","True","True","1003","1"
"8154.02","True","True","1004","1"
"8154.99","True","True","1004","1"
"8155.01","True","True","1005","1"
"8155.02","True","True","1005","1"
"8155.03","True","True","1005","1"
"8155.99","True","True","1006","1"
"8156.00","True","True","1006","1"
"8157.01","True","True","1007","1"
"8157.02","True","True","1007","1"
"8157.03","True","True","1008","1"
"8157.99","True","True","1008","1"
"8159.01","True","True","1008","1"
"8159.02","True","True","1009","1"
"8159.99","True","True","1009","1"
"8160.01","True","True","1011","1"
"8160.02","True","True","1011","1"
"8160.03","True","True","1011","1"
"8160.04","True","True","1011","1"
"8160.05","True","True","1012","1"
"8160.06","True","True","1012","1"
"8160.07","True","True","1012","1"
"8160.08","True","True","1012","1"
"8160.99","True","True","1013","1"
"8171.01","True","True","1013","1"
"8171.02","True","True","1014","1"
"8171.03","True","True","1014","1"
"8171.04","True","True","1014","1"
"8171.05","True","True","1014","1"
"8171.99","True","True","1015","1"
"8172.01","True","True","1015","1"
"8172.02","True","True","1016","1"
"8172.03","True","True","1016","1"
"8172.04","True","True","1016","1"
"8172.99","True","True","1016","1"
"8181.01","True","True","1018","1"
"8181.02","True","True","1018","1"
"8181.03","True","True","1019","1"
"8181.04","True","True","1019","1"
"8181.05","True","True","1019","1"
"8181.06","True","True","1019","1"
"8181.99","True","True","1020","1"
"8182.01","True","True","1021","1"
"8182.02","True","True","1021","1"
"8182.03","True","True","1022","1"
"8182.04","True","True","1022","1"
"8182.05","True","True","1022","1"
"8182.99","True","True","1022","1"
"8183.01","True","True","1023","1"
"8183.02","True","True","1023","1"
"8183.03","True","True","1024","1"
"8183.04","True","True","1024","1"
"8183.99","True","True","1024","1"
"8189.01","True","True","1025","1"
"8189.02","True","True","1025","1"
"8189.99","True","True","1025","1"
"8211.01","True","True","1026","1"
"8211.02","True","True","1027","1"
"8211.03","True","True","1027","1"
"8211.04","True","True","1027","1"
"8211.05","True","True","1027","1"
"8211.06","True","True","1028","1"
"8211.07","True","True","1028","1"
"8211.99","True","True","1028","1"
"8212.01","True","True","1029","1"
"8212.02","True","True","1029","1"
"8212.03","True","True","1029","1"
"8212.99","True","True","1029","1"
"8219.01","True","True","1031","1"
"8219.02","True","True","1031","1"
"8219.03","True","True","1031","1"
"8219.04","True","True","1031","1"
"8219.05","True","True","1032","1"
"8219.06","True","True","1032","1"
"8219.07","True","True","1032","1"
"8219.08","True","True","1033","1"
"8219.09","True","True","1033","1"
"8219.99","True","True","1033","1"
"8311.01","True","True","1035","1"
"8311.02","True","True","1035","1"
"8311.99","True","True","1035","1"
"8312.01","True","True","1036","1"
"8312.02","True","True","1036","1"
"8312.03","True","True","1037","1"
"8312.04","True","True","1037","1"
"8312.99","True","True","1037","1"
"8321.01","True","True","1038","1"
"8321.02","True","True","1038","1"
