"kode","terpindai_kolom_kode","terbaca_sebagai_judul","halaman_pdf","jumlah_kemunculan"
"1346.99","True","True","240","1"
"1349.01","True","True","241","1"
"1349.02","True","True","241","1"
"1349.03","True","True","242","1"
"1349.04","True","True","242","1"
"1349.05","True","True","243","1"
"1349.06","True","True","243","1"
"1349.99","True","True","244","1"
"1411.01","True","True","245","1"
"1411.02","True","True","246","1"
"1411.03","True","True","246","1"
"1411.04","True","True","246","1"
"1411.05","True","True","247","1"
"1411.99","True","True","247","1"
"1412.01","True","True","247","1"
"1412.02","True","True","248","1"
"1412.03","True","True","248","1"
"1412.04","True","True","249","1"
"1412.05","True","True","249","1"
"1412.99","True","True","249","1"
"1420.01","True","True","250","1"
"1420.02","True","True","251","1"
"1420.03","True","True","251","1"
"1420.04","True","True","251","1"
"1420.99","True","True","252","1"
"1431.01","True","True","253","1"
"1431.02","True","True","253","1"
"1431.03","True","True","253","1"
"1431.04","True","True","253","1"
"1431.05","True","True","254","1"
"1431.06","True","True","254","1"
"1431.07","True","True","254","1"
"1431.08","True","True","254","1"
"1431.99","True","True","255","1"
"1439.01","True","True","256","1"
"1439.02","True","True","256","1"
"1439.03","True","True","256","1"
"1439.04","True","True","257","1"
"1439.05","True","True","257","1"
"1439.06","True","True","257","1"
"1439.07","True","True","258","1"
"1439.08","True","True","258","1"
"1439.09","True","True","258","1"
"1439.10","True","True","258","1"
"1439.99","True","True","259","1"
"2111.01","True","True","266","1"
"2111.02","True","True","266","1"
"2111.03","True","True","267","1"
"2111.04","True","True","267","1"
"2111.05","True","True","267","1"
"2111.06","True","True","267","1"
"2111.07","True","True","268","1"
"2111.08","True","True","268","1"
"2111.09","True","True","268","1"
"2111.10","True","True","269","1"
"2111.99","True","True","269","1"
"2112.01","True","True","270","1"
"2112.02","True","True","270","1"
"2112.03","True","True","271","1"
"2112.04","True","True","271","1"
"2112.99","True","True","271","1"
"2113.01","True","True","272","1"
"2113.02","True","True","272","1"
"2113.03","True","True","272","1"
"2113.04","True","True","272","1"
"2113.05","True","True","273","1"
"2113.06","True","True","273","1"
"2113.99","True","True","273","1"
"2114.01","True","True","274","1"
"2114.02","True","True","275","1"
"2114.03","True","True","275","1"
"2114.04","True","True","276","1"
"2114.05","True","True","276","1"
"2114.06","True","True","276","1"
"2114.07","True","True","277","1"
"2114.99","True","True","277","1"
"2120.01","True","True","279","1"
"2120.02","True","True","279","1"
"2120.03","True","True","279","1"
"2120.04","True","True","280","1"
"2120.05","True","True","280","1"
"2120.06","True","True","280","1"
"2120.07","True","True","281","1"
"2120.99","True","True","281","1"
"2131.01","True","True","283","1"
"2131.02","True","True","283","1"
"2131.03","True","True","283","1"
"2131.04","True","True","284","1"
"2131.05","True","True","284","1"
"2131.06","True","True","284","1"
"2131.07","True","True","285","1"
"2131.08","True","True","285","1"
"2131.09","True","True","285","1"
"2131.10","True","True","285","1"
"2131.11","True","True","286","1"
"2131.12","True","True","286","1"
"2131.13","True","True","286","1"
"2131.14","True","True","287","1"
"2131.15","True","True","287","1"
"2131.16","True","True","287","1"
"2131.99","True","True","288","1"
"2132.01","True","True","288","1"
"2132.02","True","True","289","1"
"2132.03","True","True","289","1"
"2132.04","True","True","290","1"
"2132.05","True","True","290","1"
"2132.06","True","True","290","1"
"2132.07","True","True","291","1"
"2132.08","True","True","291","1"
"2132.09","True","True","292","1"
"2132.10","True","True","292","1"
"2132.99","True","True","292","1"
"2133.01","True","True","293","1"
"2133.02","True","True","293","1"
"2133.03","True","True","294","1"
"2133.04","True","True","294","1"
"2133.05","True","True","294","1"
"2133.06","True","True","295","1"
"2133.07","True","True","295","1"
"2133.08","True","True","296","1"
"2133.09","True","True","296","1"
"2133.10","True","True","297","1"
"2133.11","True","True","297","1"
"2133.12","True","True","297","1"
"2133.13","True","True","298","1"
"2133.99","True","True","298","1"
"2141.01","True","True","300","1"
"2141.02","True","True","300","1"
"2141.03","True","True","300","1"
"2141.04","True","True","301","1"
"2141.05","True","True","301","1"
"2141.99","True","True","301","1"
"2142.01","True","True","302","1"
"2142.02","True","True","303","1"
"2142.03","True","True","303","1"
"2142.04","True","True","303","1"
"2142.05","True","True","304","1"
"2142.06","True","True","304","1"
"2142.07","True","True","304","1"
"2142.08","True","True","304","1"
"2142.09","True","True","305","1"
"2142.10","True","True","305","1"
"2142.99","True","True","305","1"
"2143.01","True","True","306","1"
"2143.02","True","True","307","1"
"2143.03","True","True","307","1"
"2143.99","True","True","307","1"
"2144.01","True","True","308","1"
"2144.02","True","True","308","1"
"2144.03","True","True","309","1"
"2144.04","True","True","309","1"
"2144.05","True","True","309","1"
"2144.06","True","True","309","1"
"2144.07","True","True","310","1"
"2144.08","True","True","310","1"
"2144.09","True","True","310","1"
"2144.99","True","True","310","1"
"2145.01","True","True","311","1"
"2145.02","True","True","312","1"
"2145.03","True","True","312","1"
"2145.99","True","True","312","1"
"2146.01","True","True","313","1"
"2146.02","True","True","314","1"
"2146.03","True","True","314","1"
"2146.04","True","True","314","1"
"2146.05","True","True","315","1"
"2146.06","True","True","315","1"
"2146.99","True","True","315","1"
"2149.01","True","True","317","1"
"2149.02","True","True","317","1"
"2149.03","True","True","317","1"
"2149.04","True","True","318","1"
"2149.05","True","True","318","1"
"2149.06","True","True","318","1"
"2149.07","True","True","319","1"
"2149.08","True","True","319","1"
"2149.09","True","True","319","1"
"2149.10","True","True","319","1"
"2149.11","True","True","320","1"
"2149.12","True","True","320","1"
"2149.13","True","True","320","1"
"2149.14","True","True","320","1"
"2149.15","True","True","321","1"
"2149.16","True","True","321","1"
"2149.99","True","True","321","1"
"2151.01","True","True","322","1"
"2151.02","True","True","323","1"
"2151.03","True","True","323","1"
"2151.04","True","True","323","1"
"2151.99","True","True","323","1"
"2152.01","True","True","324","1"
"2152.02","True","True","325","1"
"2152.03","True","True","325","1"
"2152.99","True","True","325","1"
"2153.01","True","True","326","1"
"2153.02","True","True","326","1"
"2153.03","True","True","327","1"
"2153.99","True","True","327","1"
"2161.01","True","True","328","1"
"2161.02","True","True","329","1"
"2161.99","True","True","329","1"
"2162.00","True","True","330","1"
"2163.01","True","True","331","1"
"2163.02","True","True","332","1"
"2163.03","True","True","332","1"
"2163.04","True","True","332","1"
"2163.05","True","True","333","1"
"2163.06","True","True","333","1"
"2163.07","True","True","333","1"
"2163.08","True","True","333","1"
"2163.99","True","True","334","1"
"2164.01","True","True","334","1"
"2164.02","True","True","335","1"
"2164.03","True","True","335","1"
"2164.04","True","True","335","1"
"2164.05","True","True","336","1"
"2164.99","True","True","336","1"
"2165.01","True","True","337","1"
"2165.02","True","True","337","1"
"2165.03","True","True","338","1"
"2165.04","True","True","338","1"
"2165.05","True","True","338","1"
"2165.06","True","True","338","1"
"2165.07","True","True","338","1"
"2165.08","True","True","339","1"
"2165.09","True","True","339","1"
"2165.10","True","True","339","1"
"2165.11","True","True","339","1"
"2165.99","True","True","340","1"
"2166.01","True","True","340","1"
"2166.02","True","True","341","1"
"2166.03","True","True","341","1"
"2166.04","True","True","341","1"
"2166.05","True","True","341","1"
"2166.06","True","True","342","1"
"2166.07","True","True","342","1"
"2166.08","True","True","342","1"
"2166.09","True","True","343","1"
"2166.10","True","True","343","1"
"2166.11","True","True","343","1"
"2166.99","True","True","343","1"
"2211.01","True","True","346","1"
"2211.02","True","True","347","1"
"2211.99","True","True","347","1"
"2212.01","True","True","348","1"
"2212.02","True","True","349","1"
"2212.03","True","True","349","1"
"2212.04","True","True","349","1"
"2212.05","True","True","350","1"
"2212.06","True","True","350","1"
"2212.07","True","True","350","1"
"2212.08","True","True","351","1"
"2212.09","True","True","351","1"
"2212.10","True","True","351","1"
"2212.11","True","True","352","1"
"2212.12","True","True","352","1"
"2212.13","True","True","352","1"
"2212.14","True","True","352","1"
"2212.15","True","True","353","1"
"2212.16","True","True","353","1"
"2212.17","True","True","353","1"
"2212.18","True","True","354","1"
"2212.19","True","True","354","1"
"2212.20","True","True","354","1"
"2212.21","True","True","354","1"
"2212.22","True","True","355","1"
"2212.23","True","True","355","1"
"2212.99","True","True","355","1"
"2221.01","True","True","357","1"
"2221.02","True","True","358","1"
"2221.03","True","True","358","1"
"2221.04","True","True","358","1"
"2221.05","True","True","359","1"
"2221.06","True","True","359","1"
"2221.07","True","True","359","1"
"2221.08","True","True","360","1"
"2221.09","True","True","360","1"
"2221.99","True","True","360","1"
"2222.01","True","True","361","1"
"2222.99","True","True","362","1"
"2230.01","True","True","364","1"
"2230.02","True","True","364","1"
"2230.03","True","True","364","1"
"2230.04","True","True","365","1"
"2230.05","True","True","365","1"
"2230.06","True","True","365","1"
"2230.99","True","True","365","1"
"2240.01","True","True","367","1"
"2240.02","True","True","367","1"
"2240.03","True","True","368","1"
"2240.04","True","True","368","1"
"2240.99","True","True","368","1"
"2250.01","True","True","369","1"
"2250.02","True","True","370","1"
"2250.03","True","True","370","1"
"2250.04","True","True","370","1"
"2250.05","True","True","370","1"
"2250.06","True","True","371","1"
"2250.07","True","True","371","1"
"2250.08","True","True","371","1"
"2250.99","True","True","371","1"
"2261.01","True","True","374","1"
"2261.02","True","True","374","1"
"2261.03","True","True","374","1"
"2261.04","True","True","374","1"
"2261.05","True","True","375","1"
"2261.06","True","True","375","1"
"2261.07","True","True","375","1"
"2261.08","True","True","375","1"
"2261.09","True","True","375","1"
"2261.10","True","True","375","1"
"2261.11","True","True","376","1"
"2261.99","True","True","376","1"
"2262.00","True","True","377","1"
"2263.01","True","True","378","1"
"2263.02","True","True","379","1"
"2263.03","True","True","379","1"
"2263.04","True","True","380","1"
"2263.05","True","True","380","1"
"2263.06","True","True","380","1"
"2263.99","True","True","381","1"
"2264.01","True","True","382","1"
"2264.02","True","True","382","1"
"2264.03","True","True","382","1"
"2264.04","True","True","382","1"
"2264.05","True","True","383","1"
"2264.06","True","True","383","1"
"2264.99","True","True","383","1"
"2265.01","True","True","384","1"
"2265.02","True","True","384","1"
"2265.03","True","True","384","1"
"2265.04","True","True","384","1"
"2265.05","True","True","384","1"
"2265.06","True","True","385","1"
"2265.99","True","True","385","1"
"2266.01","True","True","386","1"
"2266.02","True","True","386","1"
"2266.99","True","True","386","1"
"2267.01","True","True","387","1"
"2267.02","True","True","387","1"
"2267.03","True","True","388","1"
"2267.99","True","True","388","1"
"2269.01","True","True","389","1"
"2269.02","True","True","389","1"
"2269.03","True","True","389","1"
"2269.04","True","True","389","1"
"2269.99","True","True","389","1"
"2310.01","True","True","391","1"
"2310.02","True","True","392","1"
"2310.03","True","True","392","1"
"2310.04","True","True","392","1"
"2310.05","True","True","392","1"
"2310.06","True","True","393","1"
"2310.07","True","True","393","1"
"2310.08","True","True","393","1"
"2310.09","True","True","393","1"
"2310.10","True","True","393","1"
"2310.11","True","True","394","1"
"2310.12","True","True","394","1"
"2310.13","True","True","394","1"
"2310.14","True","True","394","1"
"2310.15","True","True","394","1"
"2310.16","True","True","394","1"
"2310.17","True","True","395","1"
"2310.18","True","True","395","1"
"2310.19","True","True","395","1"
"2310.99","True","True","395","1"
"2320.01","True","True","397","1"
"2320.02","True","True","397","1"
"2320.03","True","True","397","1"
"2320.04","True","True","397","1"
"2320.99","True","True","398","1"
"2330.01","True","True","399","1"
"2330.02","True","True","399","1"
"2330.99","True","True","400","1"
"2341.01","True","True","401","1"
"2341.99","True","True","401","1"
"2342.01","True","True","402","1"
"2342.02","True","True","402","1"
"2342.03","True","True","402","1"
"2342.04","True","True","403","1"
"2342.99","True","True","403","1"
"2351.01","True","True","405","1"
"2351.02","True","True","405","1"
"2351.03","True","True","405","1"
"2351.04","True","True","405","1"
"2351.99","True","True","406","1"
"2352.01","True","True","407","1"
"2352.02","True","True","407","1"
"2352.03","True","True","407","1"
"2352.99","True","True","407","1"
"2353.00","True","True","408","1"
"2354.01","True","True","409","1"
"2354.02","True","True","409","1"
"2354.03","True","True","409","1"
"2354.04","True","True","410","1"
"2354.99","True","True","410","1"
"2355.01","True","True","411","1"
"2355.02","True","True","411","1"
"2355.03","True","True","411","1"
"2355.04","True","True","411","1"
"2355.99","True","True","412","1"
"2356.01","True","True","412","1"
"2356.02","True","True","413","1"
"2356.99","True","True","413","1"
"2359.01","True","True","414","1"
"2359.99","True","True","415","1"
"2411.01","True","True","417","1"
"2411.02","True","True","417","1"
"2411.03","True","True","417","1"
"2411.04","True","True","418","1"
"2411.05","True","True","418","1"
"2411.99","True","True","418","1"
"2412.01","True","True","419","1"
"2412.02","True","True","419","1"
"2412.99","True","True","419","1"
"2413.01","True","True","420","1"
"2413.02","True","True","421","1"
"2413.99","True","True","421","1"
"2421.01","True","True","422","1"
"2421.02","True","True","423","1"
"2421.03","True","True","423","1"
"2421.99","True","True","423","1"
"2422.01","True","True","424","1"
"2422.99","True","True","424","1"
"2423.01","True","True","425","1"
"2423.02","True","True","425","1"
"2423.03","True","True","426","1"
"2423.04","True","True","426","1"
"2423.05","True","True","426","1"
"2423.06","True","True","427","1"
"2423.99","True","True","427","1"
"2424.01","True","True","428","1"
"2424.02","True","True","428","1"
"2424.03","True","True","428","1"
"2424.99","True","True","429","1"
"2431.01","True","True","430","1"
"2431.02","True","True","430","1"
"2431.03","True","True","431","1"
"2431.04","True","True","431","1"
"2431.99","True","True","431","1"
"2432.00","True","True","432","1"
"2433.01","True","True","433","1"
"2433.02","True","True","434","1"
"2433.03","True","True","434","1"
"2433.99","True","True","434","1"
"2434.00","True","True","435","1"
"2511.01","True","True","437","1"
"2511.02","True","True","437","1"
"2511.03","True","True","438","1"
"2511.99","True","True","438","1"
"2512.01","True","True","439","1"
"2512.02","True","True","439","1"
"2512.03","True","True","439","1"
"2512.04","True","True","439","1"
"2512.05","True","True","440","1"
"2512.99","True","True","440","1"
"2513.01","True","True","441","1"
"2513.02","True","True","441","1"
"2513.03","True","True","442","1"
"2513.04","True","True","442","1"
"2513.05","True","True","443","1"
"2513.06","True","True","443","1"
"2513.07","True","True","443","1"
"2513.99","True","True","443","1"
"2514.00","True","True","444","1"
"2515.01","True","True","445","1"
"2515.02","True","True","445","1"
"2515.03","True","True","446","1"
"2515.99","True","True","446","1"
"2519.01","True","True","447","1"
"2519.02","True","True","447","1"
"2519.03","True","True","447","1"
"2519.99","True","True","448","1"
"2521.01","True","True","449","1"
"2521.02","True","True","449","1"
"2521.03","True","True","450","1"
"2521.99","True","True","450","1"
"2522.01","True","True","451","1"
"2522.02","True","True","451","1"
"2522.99","True","True","451","1"
"2523.01","True","True","452","1"
"2523.02","True","True","452","1"
"2523.99","True","True","453","1"
"2529.01","True","True","453","1"
"2529.02","True","True","454","1"
"2529.03","True","True","454","1"
"2529.04","True","True","454","1"
"2529.05","True","True","454","1"
"2529.06","True","True","455","1"
"2529.07","True","True","455","1"
"2529.99","True","True","455","1"
"2611.01","True","True","457","1"
"2611.02","True","True","458","1"
"2611.03","True","True","458","1"
"2611.04","True","True","459","1"
"2611.99","True","True","459","1"
"2612.01","True","True","459","1"
"2612.02","True","True","460","1"
"2612.03","True","True","460","1"
"2612.04","True","True","460","1"
"2612.99","True","True","461","1"
"2619.01","True","True","461","1"
"2619.02","True","True","461","1"
"2619.03","True","True","462","1"
"2619.99","True","True","462","1"
"2621.01","True","True","463","1"
"2621.02","True","True","463","1"
"2621.03","True","True","464","1"
"2621.99","True","True","464","1"
"2622.01","True","True","465","1"
"2622.02","True","True","465","1"
"2622.03","True","True","465","1"
"2622.99","True","True","465","1"
"2631.01","True","True","467","1"
"2631.02","True","True","467","1"
"2631.03","True","True","468","1"
"2631.04","True","True","468","1"
"2631.05","True","True","468","1"
"2631.99","True","True","469","1"
"2632.01","True","True","469","1"
"2632.02","True","True","470","1"
"2632.03","True","True","470","1"
"2632.04","True","True","470","1"
"2632.05","True","True","471","1"
"2632.99","True","True","471","1"
"2633.01","True","True","472","1"
"2633.02","True","True","472","1"
"2633.03","True","True","473","1"
"2633.04","True","True","473","1"
"2633.99","True","True","473","1"
"2634.01","True","True","474","1"
"2634.02","True","True","474","1"
"2634.03","True","True","475","1"
"2634.04","True","True","475","1"
"2634.05","True","True","475","1"
"2634.99","True","True","476","1"
"2635.01","True","True","477","1"
"2635.02","True","True","477","1"
"2635.03","True","True","478","1"
"2635.04","True","True","478","1"
"2635.05","True","True","478","1"
"2635.06","True","True","479","1"
"2635.07","True","True","479","1"
"2635.08","True","True","480","1"
"2635.09","True","True","480","1"
"2635.99","True","True","481","1"
"2636.01","True","True","481","1"
"2636.02","True","True","482","1"
"2636.03","True","True","482","1"
"2636.04","True","True","482","1"
"2636.05","True","True","482","1"
"2636.06","True","True","482","1"
"2636.99","True","True","482","1"
"2641.01","True","True","484","1"
"2641.02","True","True","484","1"
"2641.03","True","True","485","1"
"2641.04","True","True","485","1"
"2641.05","True","True","485","1"
"2641.06","True","True","485","1"
"2641.07","True","True","486","1"
"2641.08","True","True","486","1"
"2641.09","True","True","486","1"
"2641.10","True","True","486","1"
"2641.99","True","True","487","1"
"2642.01","True","True","488","1"
"2642.02","True","True","488","1"
"2642.03","True","True","488","1"
"2642.04","True","True","488","1"
"2642.05","True","True","489","1"
"2642.06","True","True","489","1"
"2642.07","True","True","490","1"
"2642.08","True","True","490","1"
"2642.09","True","True","490","1"
"2642.99","True","True","490","1"
"2643.01","True","True","491","1"
"2643.02","True","True","491","1"
"2643.03","True","True","491","1"
"2643.04","True","True","492","1"
"2643.05","True","True","492","1"
"2643.06","True","True","492","1"
"2643.07","True","True","492","1"
"2643.99","True","True","492","1"
"2651.01","True","True","494","1"
"2651.02","True","True","494","1"
"2651.03","True","True","494","1"
"2651.04","True","True","495","1"
"2651.05","True","True","495","1"
"2651.06","True","True","495","1"
"2651.07","True","True","495","1"
"2651.08","True","True","496","1"
"2651.09","True","True","496","1"
"2651.99","True","True","496","1"
"2652.01","True","True","497","1"
"2652.02","True","True","497","1"
"2652.03","True","True","497","1"
"2652.04","True","True","497","1"
"2652.05","True","True","497","1"
"2652.06","True","True","498","1"
"2652.99","True","True","498","1"
"2653.01","True","True","499","1"
"2653.02","True","True","499","1"
"2653.03","True","True","499","1"
"2653.04","True","True","499","1"
"2653.99","True","True","499","1"
"2654.01","True","True","500","1"
"2654.02","True","True","500","1"
"2654.03","True","True","500","1"
"2654.04","True","True","500","1"
"2654.05","True","True","501","1"
"2654.06","True","True","501","1"
"2654.07","True","True","501","1"
"2654.08","True","True","501","1"
"2654.09","True","True","501","1"
"2654.10","True","True","502","1"
"2654.11","True","True","502","1"
"2654.12","True","True","502","1"
"2654.13","True","True","502","1"
"2654.14","True","True","503","1"
"2654.99","True","True","503","1"
"2655.01","True","True","504","1"
"2655.02","True","True","504","1"
"2655.03","True","True","504","1"
"2655.99","True","True","504","1"
"2656.01","True","True","505","1"
"2656.02","True","True","505","1"
"2656.03","True","True","505","1"
"2656.04","True","True","505","1"
"2656.99","True","True","506","1"
"2659.01","True","True","506","1"
"2659.02","True","True","507","1"
"2659.03","True","True","507","1"
"2659.04","True","True","507","1"
"2659.05","True","True","507","1"
"2659.06","True","True","507","1"
"2659.07","True","True","508","1"
"2659.08","True","True","508","1"
"2659.99","True","True","508","1"
"3111.01","True","True","513","1"
"3111.02","True","True","513","1"
"3111.03","True","True","514","1"
"3111.04","True","True","514","1"
"3111.99","True","True","515","1"
"3112.01","True","True","516","1"
"3112.02","True","True","516","1"
"3112.03","True","True","517","1"
"3112.04","True","True","517","1"
"3112.05","True","True","518","1"
"3112.06","True","True","518","1"
"3112.07","True","True","519","1"
"3112.08","True","True","519","1"
"3112.09","True","True","520","1"
"3112.10","True","True","520","1"
"3112.11","True","True","521","1"
"3112.12","True","True","521","1"
"3112.13","True","True","522","1"
"3112.14","True","True","522","1"
"3112.15","True","True","523","1"
"3112.99","True","True","523","1"
"3113.01","True","True","524","1"
"3113.02","True","True","524","1"
"3113.03","True","True","525","1"
"3113.04","True","True","525","1"
"3113.99","True","True","525","1"
"3114.01","True","True","526","1"
"3114.99","True","True","526","1"
"3115.01","True","True","527","1"
"3115.02","True","True","528","1"
"3115.03","True","True","528","1"
"3115.04","True","True","529","1"
"3115.05","True","True","529","1"
"3115.99","True","True","529","1"
"3116.01","True","True","530","1"
"3116.02","True","True","530","1"
"3116.99","True","True","531","1"
"3117.01","True","True","532","1"
"3117.02","True","True","532","1"
"3117.03","True","True","533","1"
"3117.04","True","True","533","1"
"3117.05","True","True","534","1"
"3117.99","True","True","534","1"
"3118.01","True","True","535","1"
"3118.02","True","True","535","1"
"3118.99","True","True","536","1"
"3119.01","True","True","537","1"
"3119.02","True","True","538","1"
"3119.03","True","True","538","1"
"3119.04","True","True","539","1"
"3119.99","True","True","539","1"
"3121.00","True","True","541","1"
"3122.01","True","True","542","1"
"3122.02","True","True","542","1"
"3122.03","True","True","542","1"
"3122.04","True","True","543","1"
"3122.05","True","True","543","1"
"3122.99","True","True","544","1"
"3123.01","True","True","544","1"
"3123.02","True","True","545","1"
"3123.99","True","True","545","1"
"3131.01","True","True","547","1"
"3131.02","True","True","547","1"
"3131.03","True","True","548","1"
"3131.04","True","True","548","1"
"3131.05","True","True","549","1"
"3131.06","True","True","549","1"
"3131.07","True","True","550","1"
"3131.08","True","True","550","1"
"3131.99","True","True","551","1"
"3132.01","True","True","552","1"
"3132.02","True","True","552","1"
"3132.03","True","True","552","1"
"3132.04","True","True","553","1"
"3132.05","True","True","553","1"
"3132.06","True","True","554","1"
"3132.07","True","True","554","1"
"3132.08","True","True","554","1"
"3132.09","True","True","554","1"
"3132.10","True","True","555","1"
"3132.11","True","True","555","1"
"3132.12","True","True","555","1"
"3132.13","True","True","555","1"
"3132.14","True","True","556","1"
"3132.99","True","True","556","1"
"3133.01","True","True","557","1"
"3133.02","True","True","557","1"
"3133.03","True","True","558","1"
"3133.04","True","True","558","1"
"3133.99","True","True","559","1"
"3134.01","True","True","560","1"
"3134.02","True","True","560","1"
"3134.99","True","True","561","1"
"3135.01","True","True","561","1"
"3135.02","True","True","562","1"
"3135.03","True","True","563","1"
"3135.99","True","True","563","1"
"3139.01","True","True","563","1"
"3139.99","True","True","564","1"
"3141.01","True","True","565","1"
"3141.02","True","True","565","1"
"3141.03","True","True","566","1"
"3141.04","True","True","566","1"
"3141.05","True","True","567","1"
"3141.06","True","True","567","1"
"3141.07","True","True","567","1"
"3141.99","True","True","568","1"
"3142.01","True","True","568","1"
"3142.02","True","True","569","1"
"3142.03","True","True","569","1"
"3142.04","True","True","569","1"
"3142.05","True","True","570","1"
"3142.06","True","True","570","1"
"3142.07","True","True","570","1"
"3142.08","True","True","571","1"
"3142.09","True","True","571","1"
"3142.99","True","True","571","1"
"3143.01","True","True","572","1"
"3143.02","True","True","572","1"
"3143.03","True","True","573","1"
"3143.04","True","True","573","1"
"3143.99","True","True","573","1"
"3151.00","True","True","574","1"
"3152.01","True","True","575","1"
"3152.02","True","True","575","1"
"3152.03","True","True","576","1"
"3152.99","True","True","576","1"
"3153.01","True","True","577","1"
"3153.02","True","True","577","1"
"3153.03","True","True","578","1"
"3153.04","True","True","578","1"
"3153.05","True","True","579","1"
"3153.06","True","True","579","1"
"3153.99","True","True","580","1"
"3154.00","True","True","580","1"
"3155.00","True","True","582","1"
"3211.01","True","True","584","1"
"3211.02","True","True","584","1"
"3211.03","True","True","584","1"
"3211.04","True","True","585","1"
"3211.05","True","True","585","1"
"3211.06","True","True","586","1"
"3211.99","True","True","587","1"
"3212.01","True","True","587","1"
"3212.02","True","True","588","1"
"3212.03","True","True","588","1"
"3212.04","True","True","589","1"
"3212.99","True","True","589","1"
"3213.01","True","True","590","1"
"3213.02","True","True","590","1"
"3213.99","True","True","591","1"
"3214.01","True","True","592","1"
"3214.02","True","True","593","1"
"3214.03","True","True","593","1"
"3214.04","True","True","593","1"
"3214.99","True","True","594","1"
"3221.01","True","True","596","1"
"3221.02","True","True","596","1"
"3221.03","True","True","596","1"
"3221.04","True","True","597","1"
"3221.05","True","True","597","1"
"3221.99","True","True","597","1"
"3222.01","True","True","598","1"
"3222.02","True","True","599","1"
"3222.99","True","True","599","1"
"3230.01","True","True","601","1"
"3230.02","True","True","602","1"
"3230.03","True","True","602","1"
"3230.04","True","True","603","1"
"3230.99","True","True","603","1"
"3240.01","True","True","604","1"
"3240.02","True","True","605","1"
"3240.03","True","True","605","1"
"3240.04","True","True","606","1"
"3240.99","True","True","606","1"
"3251.01","True","True","608","1"
"3251.02","True","True","608","1"
"3251.03","True","True","608","1"
"3251.99","True","True","609","1"
"3252.01","True","True","609","1"
"3252.02","True","True","610","1"
"3252.99","True","True","610","1"
"3253.01","True","True","611","1"
"3253.02","True","True","612","1"
"3253.99","True","True","612","1"
"3254.01","True","True","613","1"
"3254.02","True","True","613","1"
"3254.99","True","True","613","1"
"3255.01","True","True","614","1"
"3255.02","True","True","615","1"
"3255.03","True","True","615","1"
"3255.04","True","True","615","1"
"3255.05","True","True","616","1"
"3255.06","True","True","616","1"
"3255.07","True","True","617","1"
"3255.08","True","True","617","1"
"3255.99","True","True","617","1"
"3256.01","True","True","619","1"
"3256.02","True","True","619","1"
"3256.03","True","True","619","1"
"3256.99","True","True","620","1"
"3257.01","True","True","621","1"
"3257.02","True","True","621","1"
"3257.03","True","True","622","1"
"3257.99","True","True","622","1"
"3258.01","True","True","623","1"
"3258.02","True","True","623","1"
"3258.03","True","True","623","1"
"3258.04","True","True","624","1"
"3258.99","True","True","624","1"
"3259.01","True","True","624","1"
"3259.02","True","True","625","1"
"3259.03","True","True","625","1"
"3259.04","True","True","625","1"
"3259.99","True","True","626","1"
"3311.01","True","True","628","1"
"3311.02","True","True","628","1"
"3311.03","True","True","628","1"
"3311.04","True","True","629","1"
"3311.99","True","True","629","1"
"3312.01","True","True","630","1"
"3312.02","True","True","630","1"
"3312.99","True","True","630","1"
"3313.01","True","True","631","1"
"3313.99","True","True","631","1"
"3314.01","True","True","632","1"
"3314.02","True","True","632","1"
"3314.03","True","True","632","1"
"3314.99","True","True","633","1"
"3315.01","True","True","633","1"
"3315.02","True","True","634","1"
"3315.03","True","True","634","1"
"3315.99","True","True","635","1"
"3321.01","True","True","636","1"
"3321.02","True","True","636","1"
"3321.03","True","True","636","1"
"3321.99","True","True","636","1"
"3322.01","True","True","637","1"
"3322.02","True","True","637","1"
"3322.03","True","True","638","1"
"3322.04","True","True","638","1"
"3322.05","True","True","638","1"
"3322.99","True","True","638","1"
"3323.01","True","True","639","1"
"3323.02","True","True","640","1"
"3323.03","True","True","640","1"
"3323.04","True","True","640","1"
"3323.99","True","True","641","1"
"3324.01","True","True","641","1"
"3324.02","True","True","642","1"
"3324.03","True","True","642","1"
"3324.04","True","True","642","1"
"3324.99","True","True","643","1"
"3331.01","True","True","644","1"
"3331.02","True","True","644","1"
"3331.03","True","True","644","1"
"3331.99","True","True","644","1"
"3332.01","True","True","645","1"
"3332.02","True","True","645","1"
"3332.03","True","True","646","1"
"3332.04","True","True","646","1"
"3332.99","True","True","646","1"
"3333.01","True","True","647","1"
"3333.02","True","True","647","1"
"3333.03","True","True","647","1"
"3333.99","True","True","648","1"
"3334.01","True","True","648","1"
"3334.02","True","True","649","1"
"3334.03","True","True","649","1"
"3334.99","True","True","649","1"
"3339.01","True","True","650","1"
"3339.02","True","True","651","1"
"3339.03","True","True","651","1"
"3339.04","True","True","651","1"
"3339.05","True","True","651","1"
"3339.06","True","True","652","1"
"3339.99","True","True","652","1"
"3341.01","True","True","653","1"
"3341.02","True","True","654","1"
"3341.03","True","True","654","1"
"3341.04","True","True","654","1"
"3341.05","True","True","655","1"
"3341.99","True","True","655","1"
"3342.01","True","True","656","1"
"3342.02","True","True","656","1"
"3342.99","True","True","657","1"
"3343.01","True","True","657","1"
"3343.02","True","True","658","1"
"3343.03","True","True","658","1"
"3343.04","True","True","658","1"
"3343.05","True","True","659","1"
"3343.99","True","True","659","1"
