"kode","kode_normalisasi","jumlah_digit","tingkat","kode_induk","nama_resmi","kode_golongan_pokok","nama_golongan_pokok","jalur_kode","kelompok_sisa","halaman_cetak_mulai"
"2261.03","226103","6","Jabatan","2261","ASISTEN BEDAH GIGI","2","PROFESIONAL","2 > 22 > 226 > 2261 > 2261.03","tidak","342"
"2261.04","226104","6","Jabatan","2261","AHLI KESEHATAN GIGI","2","PROFESIONAL","2 > 22 > 226 > 2261 > 2261.04","tidak","342"
"2261.05","226105","6","Jabatan","2261","ENDODONTIST","2","PROFESIONAL","2 > 22 > 226 > 2261 > 2261.05","tidak","343"
"2261.06","226106","6","Jabatan","2261","AHLI BEDAH MULUT DAN MAXILLOFACIAL","2","PROFESIONAL","2 > 22 > 226 > 2261 > 2261.06","tidak","343"
"2261.07","226107","6","Jabatan","2261","AHLI PENYAKIT MULUT","2","PROFESIONAL","2 > 22 > 226 > 2261 > 2261.07","tidak","343"
"2261.08","226108","6","Jabatan","2261","ORTODONTIS","2","PROFESIONAL","2 > 22 > 226 > 2261 > 2261.08","tidak","343"
"2261.09","226109","6","Jabatan","2261","PAEDODONTIST","2","PROFESIONAL","2 > 22 > 226 > 2261 > 2261.09","tidak","343"
"2261.10","226110","6","Jabatan","2261","PERIODONTIST","2","PROFESIONAL","2 > 22 > 226 > 2261 > 2261.10","tidak","343"
"2261.11","226111","6","Jabatan","2261","PROSTHODONTIST","2","PROFESIONAL","2 > 22 > 226 > 2261 > 2261.11","tidak","344"
"2261.99","226199","6","Jabatan","2261","DOKTER GIGI LAINNYA","2","PROFESIONAL","2 > 22 > 226 > 2261 > 2261.99","ya","344"
"2262","2262","4","Subgolongan","226","APOTEKER","2","PROFESIONAL","2 > 22 > 226 > 2262","tidak","344"
"2262.00","226200","6","Jabatan","2262","APOTEKER","2","PROFESIONAL","2 > 22 > 226 > 2262 > 2262.00","tidak","345"
"2263","2263","4","Subgolongan","226","AHLI KESEHATAN DAN KEBERSIHAN LINGKUNGAN KERJA","2","PROFESIONAL","2 > 22 > 226 > 2263","tidak","345"
"2263.01","226301","6","Jabatan","2263","PETUGAS KESEHATAN LINGKUNGAN","2","PROFESIONAL","2 > 22 > 226 > 2263 > 2263.01","tidak","346"
"2263.02","226302","6","Jabatan","2263","PENASIHAT KESEHATAN DAN KESELAMATAN KERJA","2","PROFESIONAL","2 > 22 > 226 > 2263 > 2263.02","tidak","347"
"2263.03","226303","6","Jabatan","2263","AHLI PROTEKSI RADIASI","2","PROFESIONAL","2 > 22 > 226 > 2263 > 2263.03","tidak","347"
"2263.04","226304","6","Jabatan","2263","PENASIHAT KEBIJAKAN PENGASUHAN (CAREGIVING)","2","PROFESIONAL","2 > 22 > 226 > 2263 > 2263.04","tidak","348"
"2263.05","226305","6","Jabatan","2263","PENASIHAT KEBIJAKAN ANAK DAN PAUD","2","PROFESIONAL","2 > 22 > 226 > 2263 > 2263.05","tidak","348"
"2263.06","226306","6","Jabatan","2263","PENASIHAT KEBIJAKAN GERIATRI","2","PROFESIONAL","2 > 22 > 226 > 2263 > 2263.06","tidak","348"
"2263.99","226399","6","Jabatan","2263","AHLI KESEHATAN DAN KEBERSIHAN LINGKUNGAN KERJA LAINNYA","2","PROFESIONAL","2 > 22 > 226 > 2263 > 2263.99","ya","349"
"2264","2264","4","Subgolongan","226","AHLI FISIOTERAPI","2","PROFESIONAL","2 > 22 > 226 > 2264","tidak","349"
"2264.01","226401","6","Jabatan","2264","FISIOTERAPIS","2","PROFESIONAL","2 > 22 > 226 > 2264 > 2264.01","tidak","350"
"2264.02","226402","6","Jabatan","2264","AHLI TERAPI REHABILITASI","2","PROFESIONAL","2 > 22 > 226 > 2264 > 2264.02","tidak","350"
"2264.03","226403","6","Jabatan","2264","TERAPIS GERIATRI (TERAPIS LANSIA)","2","PROFESIONAL","2 > 22 > 226 > 2264 > 2264.03","tidak","350"
"2264.04","226404","6","Jabatan","2264","TERAPIS PEDIATRI (TERAPIS ANAK)","2","PROFESIONAL","2 > 22 > 226 > 2264 > 2264.04","tidak","350"
"2264.05","226405","6","Jabatan","2264","TERAPIS ORTOPEDI (TERAPIS ALAT GERAK)","2","PROFESIONAL","2 > 22 > 226 > 2264 > 2264.05","tidak","351"
"2264.06","226406","6","Jabatan","2264","AHLI KAPASITAS FISIK","2","PROFESIONAL","2 > 22 > 226 > 2264 > 2264.06","tidak","351"
"2264.99","226499","6","Jabatan","2264","AHLI FISIOTERAPI LAINNYA","2","PROFESIONAL","2 > 22 > 226 > 2264 > 2264.99","ya","351"
"2265","2265","4","Subgolongan","226","AHLI DIET DAN GIZI","2","PROFESIONAL","2 > 22 > 226 > 2265","tidak","351"
"2265.01","226501","6","Jabatan","2265","AHLI DIET KLINIS","2","PROFESIONAL","2 > 22 > 226 > 2265 > 2265.01","tidak","352"
"2265.02","226502","6","Jabatan","2265","AHLI GIZI KLINIS","2","PROFESIONAL","2 > 22 > 226 > 2265 > 2265.02","tidak","352"
"2265.03","226503","6","Jabatan","2265","AHLI GIZI LAYANAN MAKANAN","2","PROFESIONAL","2 > 22 > 226 > 2265 > 2265.03","tidak","352"
"2265.04","226504","6","Jabatan","2265","AHLI GIZI KESEHATAN MASYARAKAT","2","PROFESIONAL","2 > 22 > 226 > 2265 > 2265.04","tidak","352"
"2265.05","226505","6","Jabatan","2265","AHLI GIZI OLAHRAGA","2","PROFESIONAL","2 > 22 > 226 > 2265 > 2265.05","tidak","352"
"2265.06","226506","6","Jabatan","2265","AHLI NUTRISI SATWA","2","PROFESIONAL","2 > 22 > 226 > 2265 > 2265.06","tidak","353"
"2265.99","226599","6","Jabatan","2265","AHLI DIET DAN GIZI LAINNYA","2","PROFESIONAL","2 > 22 > 226 > 2265 > 2265.99","ya","353"
"2266","2266","4","Subgolongan","226","AHLI TERAPI PENDENGARAN DAN TERAPI BICARA","2","PROFESIONAL","2 > 22 > 226 > 2266","tidak","353"
"2266.01","226601","6","Jabatan","2266","AHLI TERAPI PENDENGARAN","2","PROFESIONAL","2 > 22 > 226 > 2266 > 2266.01","tidak","354"
"2266.02","226602","6","Jabatan","2266","AHLI TERAPI BICARA","2","PROFESIONAL","2 > 22 > 226 > 2266 > 2266.02","tidak","354"
"2266.99","226699","6","Jabatan","2266","AHLI TERAPI PENDENGARAN DAN TERAPI BICARA LAINNYA","2","PROFESIONAL","2 > 22 > 226 > 2266 > 2266.99","ya","354"
"2267","2267","4","Subgolongan","226","AHLI OPTOMETRIK DAN OPTIK OFTALMIK","2","PROFESIONAL","2 > 22 > 226 > 2267","tidak","355"
"2267.01","226701","6","Jabatan","2267","OPHTHALMIC OPTICIAN","2","PROFESIONAL","2 > 22 > 226 > 2267 > 2267.01","tidak","355"
"2267.02","226702","6","Jabatan","2267","OPTOMETRIST","2","PROFESIONAL","2 > 22 > 226 > 2267 > 2267.02","tidak","355"
"2267.03","226703","6","Jabatan","2267","ORTHOPTIST","2","PROFESIONAL","2 > 22 > 226 > 2267 > 2267.03","tidak","356"
"2267.99","226799","6","Jabatan","2267","AHLI OPTOMETRIK DAN OPTIK OFTALMIK LAINNYA","2","PROFESIONAL","2 > 22 > 226 > 2267 > 2267.99","ya","356"
"2269","2269","4","Subgolongan","226","AHLI KESEHATAN YTDL","2","PROFESIONAL","2 > 22 > 226 > 2269","ya","356"
"2269.01","226901","6","Jabatan","2269","TERAPIS SENI","2","PROFESIONAL","2 > 22 > 226 > 2269 > 2269.01","tidak","357"
"2269.02","226902","6","Jabatan","2269","TERAPIS TARI DAN GERAKAN","2","PROFESIONAL","2 > 22 > 226 > 2269 > 2269.02","tidak","357"
"2269.03","226903","6","Jabatan","2269","OKUPASI TERAPIS","2","PROFESIONAL","2 > 22 > 226 > 2269 > 2269.03","tidak","357"
"2269.04","226904","6","Jabatan","2269","AHLI PODIATRI (PENYAKIT KAKI)","2","PROFESIONAL","2 > 22 > 226 > 2269 > 2269.04","tidak","357"
"2269.99","226999","6","Jabatan","2269","AHLI KESEHATAN YTDL LAINNYA","2","PROFESIONAL","2 > 22 > 226 > 2269 > 2269.99","ya","357"
"23","23","2","Subgolongan pokok","2","PROFESIONAL PENDIDIKAN","2","PROFESIONAL","2 > 23","tidak","357"
"231","231","3","Golongan","23","DOSEN UNIVERSITAS DAN PENDIDIKAN TINGGI","2","PROFESIONAL","2 > 23 > 231","tidak","358"
"2310","2310","4","Subgolongan","231","DOSEN UNIVERSITAS DAN PENDIDIKAN TINGGI","2","PROFESIONAL","2 > 23 > 231 > 2310","tidak","359"
"2310.01","231001","6","Jabatan","2310","DOSEN ILMU FISIKA","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.01","tidak","359"
"2310.02","231002","6","Jabatan","2310","DOSEN ILMU TEKNIK DAN ARSITEKTUR","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.02","tidak","360"
"2310.03","231003","6","Jabatan","2310","DOSEN ILMU KEDOKTERAN DAN ILMU HAYATI","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.03","tidak","360"
"2310.04","231004","6","Jabatan","2310","DOSEN ILMU MATEMATIKA","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.04","tidak","360"
"2310.05","231005","6","Jabatan","2310","DOSEN ILMU STATISTIKA","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.05","tidak","360"
"2310.06","231006","6","Jabatan","2310","DOSEN ILMU EKONOMI DAN ADMINISTRASI NIAGA","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.06","tidak","361"
"2310.07","231007","6","Jabatan","2310","DOSEN ILMU HUKUM","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.07","tidak","361"
"2310.08","231008","6","Jabatan","2310","DOSEN ILMU PENDIDIKAN","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.08","tidak","361"
"2310.09","231009","6","Jabatan","2310","DOSEN ILMU PERTANIAN","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.09","tidak","361"
"2310.10","231010","6","Jabatan","2310","DOSEN ILMU SOSIAL DAN POLITIK","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.10","tidak","361"
"2310.11","231011","6","Jabatan","2310","DOSEN ILMU BAHASA, SASTRA, BUDAYA, DAN SEJARAH","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.11","tidak","362"
"2310.12","231012","6","Jabatan","2310","DOSEN ILMU KEAGAMAAN","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.12","tidak","362"
"2310.13","231013","6","Jabatan","2310","DOSEN ILMU KESEHATAN MASYARAKAT","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.13","tidak","362"
"2310.14","231014","6","Jabatan","2310","DOSEN ILMU TERAPI KESEHATAN, KEBIDANAN, DAN YANG SEJENIS","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.14","tidak","362"
"2310.15","231015","6","Jabatan","2310","DOSEN ILMU OLAHRAGA","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.15","tidak","362"
"2310.16","231016","6","Jabatan","2310","DOSEN ILMU TEKNOLOGI INDUSTRI","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.16","tidak","362"
"2310.17","231017","6","Jabatan","2310","DOSEN ILMU KOMPUTER","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.17","tidak","363"
"2310.18","231018","6","Jabatan","2310","DOSEN ILMU PARIWISATA","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.18","tidak","363"
"2310.19","231019","6","Jabatan","2310","DOSEN SENI RUPA","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.19","tidak","363"
"2310.99","231099","6","Jabatan","2310","DOSEN UNIVERSITAS DAN PENDIDIKAN TINGGI LAINNYA","2","PROFESIONAL","2 > 23 > 231 > 2310 > 2310.99","ya","363"
"232","232","3","Golongan","23","PENGAJAR PENDIDIKAN KEJURUAN","2","PROFESIONAL","2 > 23 > 232","tidak","363"
"2320","2320","4","Subgolongan","232","PENGAJAR PENDIDIKAN KEJURUAN","2","PROFESIONAL","2 > 23 > 232 > 2320","tidak","364"
"2320.01","232001","6","Jabatan","2320","INSTRUKTUR TEKNIK OTOMOTIF","2","PROFESIONAL","2 > 23 > 232 > 2320 > 2320.01","tidak","365"
"2320.02","232002","6","Jabatan","2320","INSTRUKTUR TATA RIAS","2","PROFESIONAL","2 > 23 > 232 > 2320 > 2320.02","tidak","365"
"2320.03","232003","6","Jabatan","2320","GURU PENDIDIKAN KEJURUAN MENENGAH PERTAMA","2","PROFESIONAL","2 > 23 > 232 > 2320 > 2320.03","tidak","365"
"2320.04","232004","6","Jabatan","2320","GURU PENDIDIKAN KEJURUAN MENENGAH ATAS","2","PROFESIONAL","2 > 23 > 232 > 2320 > 2320.04","tidak","365"
"2320.99","232099","6","Jabatan","2320","PENGAJAR PENDIDIKAN KEJURUAN LAINNYA","2","PROFESIONAL","2 > 23 > 232 > 2320 > 2320.99","ya","366"
"233","233","3","Golongan","23","GURU PENDIDIKAN MENENGAH","2","PROFESIONAL","2 > 23 > 233","tidak","366"
"2330","2330","4","Subgolongan","233","GURU PENDIDIKAN MENENGAH","2","PROFESIONAL","2 > 23 > 233 > 2330","tidak","366"
"2330.01","233001","6","Jabatan","2330","GURU PENDIDIKAN MENENGAH PERTAMA","2","PROFESIONAL","2 > 23 > 233 > 2330 > 2330.01","tidak","367"
"2330.02","233002","6","Jabatan","2330","GURU PENDIDIKAN MENENGAH ATAS","2","PROFESIONAL","2 > 23 > 233 > 2330 > 2330.02","tidak","367"
"2330.99","233099","6","Jabatan","2330","GURU PENDIDIKAN MENENGAH LAINNYA","2","PROFESIONAL","2 > 23 > 233 > 2330 > 2330.99","ya","368"
"234","234","3","Golongan","23","GURU SEKOLAH DASAR DAN ANAK USIA DINI","2","PROFESIONAL","2 > 23 > 234","tidak","368"
"2341","2341","4","Subgolongan","234","GURU SEKOLAH DASAR","2","PROFESIONAL","2 > 23 > 234 > 2341","tidak","368"
"2341.01","234101","6","Jabatan","2341","GURU SEKOLAH DASAR","2","PROFESIONAL","2 > 23 > 234 > 2341 > 2341.01","tidak","369"
"2341.99","234199","6","Jabatan","2341","GURU SEKOLAH DASAR LAINNYA","2","PROFESIONAL","2 > 23 > 234 > 2341 > 2341.99","ya","369"
"2342","2342","4","Subgolongan","234","GURU ANAK USIA DINI","2","PROFESIONAL","2 > 23 > 234 > 2342","tidak","369"
"2342.01","234201","6","Jabatan","2342","GURU TAMAN KANAK-KANAK","2","PROFESIONAL","2 > 23 > 234 > 2342 > 2342.01","tidak","370"
"2342.02","234202","6","Jabatan","2342","GURU PENDIDIKAN ANAK USIA DINI","2","PROFESIONAL","2 > 23 > 234 > 2342 > 2342.02","tidak","370"
"2342.03","234203","6","Jabatan","2342","FASILITATOR PENGASUH ANAK USIA DINI","2","PROFESIONAL","2 > 23 > 234 > 2342 > 2342.03","tidak","370"
"2342.04","234204","6","Jabatan","2342","INSTRUKTUR PENDIDIKAN ANAK USIA DINI (PAUD)","2","PROFESIONAL","2 > 23 > 234 > 2342 > 2342.04","tidak","371"
"2342.99","234299","6","Jabatan","2342","GURU ANAK USIA DINI LAINNYA","2","PROFESIONAL","2 > 23 > 234 > 2342 > 2342.99","ya","371"
"235","235","3","Golongan","23","PROFESIONAL BIDANG PENDIDIKAN LAINNYA","2","PROFESIONAL","2 > 23 > 235","tidak","371"
"2351","2351","4","Subgolongan","235","SPESIALIS METODE PENDIDIKAN","2","PROFESIONAL","2 > 23 > 235 > 2351","tidak","372"
"2351.01","235101","6","Jabatan","2351","KOORDINATOR KURIKULUM","2","PROFESIONAL","2 > 23 > 235 > 2351 > 2351.01","tidak","373"
"2351.02","235102","6","Jabatan","2351","PENGEMBANG METODE PENDIDIKAN","2","PROFESIONAL","2 > 23 > 235 > 2351 > 2351.02","tidak","373"
"2351.03","235103","6","Jabatan","2351","PENGAWAS SEKOLAH","2","PROFESIONAL","2 > 23 > 235 > 2351 > 2351.03","tidak","373"
"2351.04","235104","6","Jabatan","2351","PENILIK","2","PROFESIONAL","2 > 23 > 235 > 2351 > 2351.04","tidak","373"
"2351.99","235199","6","Jabatan","2351","SPESIALIS METODE PENDIDIKAN LAINNYA","2","PROFESIONAL","2 > 23 > 235 > 2351 > 2351.99","ya","374"
"2352","2352","4","Subgolongan","235","GURU SISWA BERKEBUTUHAN KHUSUS","2","PROFESIONAL","2 > 23 > 235 > 2352","tidak","374"
"2352.01","235201","6","Jabatan","2352","GURU TUNADAKSA","2","PROFESIONAL","2 > 23 > 235 > 2352 > 2352.01","tidak","375"
"2352.02","235202","6","Jabatan","2352","GURU TUNARUNGU","2","PROFESIONAL","2 > 23 > 235 > 2352 > 2352.02","tidak","375"
"2352.03","235203","6","Jabatan","2352","GURU TUNANETRA","2","PROFESIONAL","2 > 23 > 235 > 2352 > 2352.03","tidak","375"
"2352.99","235299","6","Jabatan","2352","GURU SISWA BERKEBUTUHAN KHUSUS LAINNYA","2","PROFESIONAL","2 > 23 > 235 > 2352 > 2352.99","ya","375"
"2353","2353","4","Subgolongan","235","GURU KURSUS BAHASA","2","PROFESIONAL","2 > 23 > 235 > 2353","tidak","375"
"2353.00","235300","6","Jabatan","2353","GURU KURSUS BAHASA","2","PROFESIONAL","2 > 23 > 235 > 2353 > 2353.00","tidak","376"
"2354","2354","4","Subgolongan","235","GURU KURSUS MUSIK","2","PROFESIONAL","2 > 23 > 235 > 2354","tidak","376"
"2354.01","235401","6","Jabatan","2354","GURU GITAR","2","PROFESIONAL","2 > 23 > 235 > 2354 > 2354.01","tidak","377"
"2354.02","235402","6","Jabatan","2354","GURU PIANO","2","PROFESIONAL","2 > 23 > 235 > 2354 > 2354.02","tidak","377"
"2354.03","235403","6","Jabatan","2354","GURU VOKAL","2","PROFESIONAL","2 > 23 > 235 > 2354 > 2354.03","tidak","377"
"2354.04","235404","6","Jabatan","2354","GURU BIOLA","2","PROFESIONAL","2 > 23 > 235 > 2354 > 2354.04","tidak","378"
"2354.99","235499","6","Jabatan","2354","GURU KURSUS MUSIK LAINNYA","2","PROFESIONAL","2 > 23 > 235 > 2354 > 2354.99","ya","378"
"2355","2355","4","Subgolongan","235","GURU KURSUS SENI","2","PROFESIONAL","2 > 23 > 235 > 2355","tidak","378"
"2355.01","235501","6","Jabatan","2355","GURU TARI","2","PROFESIONAL","2 > 23 > 235 > 2355 > 2355.01","tidak","379"
"2355.02","235502","6","Jabatan","2355","GURU TEATER/DRAMA","2","PROFESIONAL","2 > 23 > 235 > 2355 > 2355.02","tidak","379"
"2355.03","235503","6","Jabatan","2355","GURU LUKIS","2","PROFESIONAL","2 > 23 > 235 > 2355 > 2355.03","tidak","379"
"2355.04","235504","6","Jabatan","2355","GURU PAHAT/UKIR","2","PROFESIONAL","2 > 23 > 235 > 2355 > 2355.04","tidak","379"
"2355.99","235599","6","Jabatan","2355","GURU KURSUS SENI LAINNYA","2","PROFESIONAL","2 > 23 > 235 > 2355 > 2355.99","ya","380"
"2356","2356","4","Subgolongan","235","PENGAJAR TEKNOLOGI INFORMASI","2","PROFESIONAL","2 > 23 > 235 > 2356","tidak","380"
"2356.01","235601","6","Jabatan","2356","PENGAJAR KOMPUTER","2","PROFESIONAL","2 > 23 > 235 > 2356 > 2356.01","tidak","380"
"2356.02","235602","6","Jabatan","2356","PENGAJAR PERANGKAT LUNAK","2","PROFESIONAL","2 > 23 > 235 > 2356 > 2356.02","tidak","381"
"2356.99","235699","6","Jabatan","2356","PENGAJAR TEKNOLOGI INFORMASI LAINNYA","2","PROFESIONAL","2 > 23 > 235 > 2356 > 2356.99","ya","381"
"2359","2359","4","Subgolongan","235","PROFESIONAL BIDANG PENDIDIKAN LAINNYA YTDL","2","PROFESIONAL","2 > 23 > 235 > 2359","ya","381"
"2359.01","235901","6","Jabatan","2359","EDUKATOR MUSEUM","2","PROFESIONAL","2 > 23 > 235 > 2359 > 2359.01","tidak","382"
"2359.99","235999","6","Jabatan","2359","PROFESIONAL BIDANG PENDIDIKAN LAINNYA YTDL","2","PROFESIONAL","2 > 23 > 235 > 2359 > 2359.99","ya","383"
"24","24","2","Subgolongan pokok","2","PROFESIONAL BISNIS DAN ADMINISTRASI","2","PROFESIONAL","2 > 24","tidak","383"
"241","241","3","Golongan","24","PROFESIONAL KEUANGAN","2","PROFESIONAL","2 > 24 > 241","tidak","383"
"2411","2411","4","Subgolongan","241","AKUNTAN","2","PROFESIONAL","2 > 24 > 241 > 2411","tidak","384"
"2411.01","241101","6","Jabatan","2411","AKUNTAN KEUANGAN","2","PROFESIONAL","2 > 24 > 241 > 2411 > 2411.01","tidak","385"
"2411.02","241102","6","Jabatan","2411","AUDITOR","2","PROFESIONAL","2 > 24 > 241 > 2411 > 2411.02","tidak","385"
"2411.03","241103","6","Jabatan","2411","PENGAWAS KEUANGAN","2","PROFESIONAL","2 > 24 > 241 > 2411 > 2411.03","tidak","385"
"2411.04","241104","6","Jabatan","2411","AKUNTAN MANAJEMEN","2","PROFESIONAL","2 > 24 > 241 > 2411 > 2411.04","tidak","386"
"2411.05","241105","6","Jabatan","2411","AKUNTAN PAJAK","2","PROFESIONAL","2 > 24 > 241 > 2411 > 2411.05","tidak","386"
"2411.99","241199","6","Jabatan","2411","AKUNTAN LAINNYA","2","PROFESIONAL","2 > 24 > 241 > 2411 > 2411.99","ya","386"
"2412","2412","4","Subgolongan","241","KONSULTAN KEUANGAN DAN INVESTASI","2","PROFESIONAL","2 > 24 > 241 > 2412","tidak","387"
"2412.01","241201","6","Jabatan","2412","PERENCANA ESTATE/INVESTASI FISIK","2","PROFESIONAL","2 > 24 > 241 > 2412 > 2412.01","tidak","387"
"2412.02","241202","6","Jabatan","2412","PERENCANA KEUANGAN","2","PROFESIONAL","2 > 24 > 241 > 2412 > 2412.02","tidak","387"
"2412.99","241299","6","Jabatan","2412","KONSULTAN KEUANGAN DAN INVESTASI LAINNYA","2","PROFESIONAL","2 > 24 > 241 > 2412 > 2412.99","ya","387"
"2413","2413","4","Subgolongan","241","ANALIS KEUANGAN","2","PROFESIONAL","2 > 24 > 241 > 2413","tidak","388"
"2413.01","241301","6","Jabatan","2413","ANALIS OBLIGASI","2","PROFESIONAL","2 > 24 > 241 > 2413 > 2413.01","tidak","388"
"2413.02","241302","6","Jabatan","2413","KONSULTAN INVESTASI","2","PROFESIONAL","2 > 24 > 241 > 2413 > 2413.02","tidak","389"
"2413.99","241399","6","Jabatan","2413","ANALIS KEUANGAN LAINNYA","2","PROFESIONAL","2 > 24 > 241 > 2413 > 2413.99","ya","389"
"242","242","3","Golongan","24","PROFESIONAL ADMINISTRASI","2","PROFESIONAL","2 > 24 > 242","tidak","389"
"2421","2421","4","Subgolongan","242","ANALIS MANAJEMEN DAN ORGANISASI","2","PROFESIONAL","2 > 24 > 242 > 2421","tidak","389"
"2421.01","242101","6","Jabatan","2421","ANALIS ORGANISASI DAN METODE","2","PROFESIONAL","2 > 24 > 242 > 2421 > 2421.01","tidak","390"
"2421.02","242102","6","Jabatan","2421","KONSULTAN BISNIS","2","PROFESIONAL","2 > 24 > 242 > 2421 > 2421.02","tidak","391"
"2421.03","242103","6","Jabatan","2421","KONSULTAN MANAJEMEN","2","PROFESIONAL","2 > 24 > 242 > 2421 > 2421.03","tidak","391"
"2421.99","242199","6","Jabatan","2421","ANALIS MANAJEMEN DAN ORGANISASI LAINNYA","2","PROFESIONAL","2 > 24 > 242 > 2421 > 2421.99","ya","391"
"2422","2422","4","Subgolongan","242","PROFESIONAL KEBIJAKAN ADMINISTRASI","2","PROFESIONAL","2 > 24 > 242 > 2422","tidak","391"
"2422.01","242201","6","Jabatan","2422","ANALIS KEBIJAKAN","2","PROFESIONAL","2 > 24 > 242 > 2422 > 2422.01","tidak","392"
"2422.99","242299","6","Jabatan","2422","PROFESIONAL KEBIJAKAN ADMINISTRASI LAINNYA","2","PROFESIONAL","2 > 24 > 242 > 2422 > 2422.99","ya","392"
"2423","2423","4","Subgolongan","242","PROFESIONAL PERSONALIA DAN KARIER","2","PROFESIONAL","2 > 24 > 242 > 2423","tidak","392"
"2423.01","242301","6","Jabatan","2423","PENASIHAT KARIER","2","PROFESIONAL","2 > 24 > 242 > 2423 > 2423.01","tidak","393"
"2423.02","242302","6","Jabatan","2423","ANALIS PEKERJAAN","2","PROFESIONAL","2 > 24 > 242 > 2423 > 2423.02","tidak","393"
"2423.03","242303","6","Jabatan","2423","ANALIS JABATAN","2","PROFESIONAL","2 > 24 > 242 > 2423 > 2423.03","tidak","394"
"2423.04","242304","6","Jabatan","2423","KONSELOR BIMBINGAN KEJURUAN","2","PROFESIONAL","2 > 24 > 242 > 2423 > 2423.04","tidak","394"
"2423.05","242305","6","Jabatan","2423","PAKAR SUMBER DAYA MANUSIA","2","PROFESIONAL","2 > 24 > 242 > 2423 > 2423.05","tidak","394"
"2423.06","242306","6","Jabatan","2423","AHLI PENEMPATAN KERJA","2","PROFESIONAL","2 > 24 > 242 > 2423 > 2423.06","tidak","395"
"2423.99","242399","6","Jabatan","2423","PROFESIONAL PERSONALIA DAN KARIER LAINNYA","2","PROFESIONAL","2 > 24 > 242 > 2423 > 2423.99","ya","395"
"2424","2424","4","Subgolongan","242","PROFESIONAL PELATIHAN DAN PENGEMBANGAN STAF","2","PROFESIONAL","2 > 24 > 242 > 2424","tidak","395"
"2424.01","242401","6","Jabatan","2424","PETUGAS PELATIHAN","2","PROFESIONAL","2 > 24 > 242 > 2424 > 2424.01","tidak","396"
"2424.02","242402","6","Jabatan","2424","SPESIALIS PENGEMBANGAN TENAGA KERJA","2","PROFESIONAL","2 > 24 > 242 > 2424 > 2424.02","tidak","396"
"2424.03","242403","6","Jabatan","2424","KONSULTAN PENDAMPING USAHA MIKRO KECIL MENENGAH (UMKM)","2","PROFESIONAL","2 > 24 > 242 > 2424 > 2424.03","tidak","396"
"2424.99","242499","6","Jabatan","2424","PROFESIONAL PELATIHAN DAN PENGEMBANGAN STAF LAINNYA","2","PROFESIONAL","2 > 24 > 242 > 2424 > 2424.99","ya","397"
"243","243","3","Golongan","24","PROFESIONAL PENJUALAN, PEMASARAN, DAN HUBUNGAN MASYARAKAT","2","PROFESIONAL","2 > 24 > 243","tidak","397"
"2431","2431","4","Subgolongan","243","PROFESIONAL PERIKLANAN DAN PEMASARAN","2","PROFESIONAL","2 > 24 > 243 > 2431","tidak","397"
"2431.01","243101","6","Jabatan","2431","SPESIALIS PERIKLANAN","2","PROFESIONAL","2 > 24 > 243 > 2431 > 2431.01","tidak","398"
"2431.02","243102","6","Jabatan","2431","ANALIS RISET PASAR","2","PROFESIONAL","2 > 24 > 243 > 2431 > 2431.02","tidak","398"
"2431.03","243103","6","Jabatan","2431","SPESIALIS PEMASARAN","2","PROFESIONAL","2 > 24 > 243 > 2431 > 2431.03","tidak","399"
"2431.04","243104","6","Jabatan","2431","SPESIALIS PEMASARAN DIGITAL","2","PROFESIONAL","2 > 24 > 243 > 2431 > 2431.04","tidak","399"
"2431.99","243199","6","Jabatan","2431","PROFESIONAL PERIKLANAN DAN PEMASARAN LAINNYA","2","PROFESIONAL","2 > 24 > 243 > 2431 > 2431.99","ya","399"
"2432","2432","4","Subgolongan","243","PROFESIONAL HUBUNGAN MASYARAKAT","2","PROFESIONAL","2 > 24 > 243 > 2432","tidak","399"
"2432.00","243200","6","Jabatan","2432","PROFESIONAL HUBUNGAN MASYARAKAT","2","PROFESIONAL","2 > 24 > 243 > 2432 > 2432.00","tidak","400"
"2433","2433","4","Subgolongan","243","PROFESIONAL PENJUALAN PRODUK TEKNIK DAN MEDIS (SELAIN TIK)","2","PROFESIONAL","2 > 24 > 243 > 2433","tidak","400"
