"kode","kode_normalisasi","jumlah_digit","tingkat","kode_induk","nama_resmi","kode_golongan_pokok","nama_golongan_pokok","jalur_kode","kelompok_sisa","halaman_cetak_mulai"
"8111.99","811199","6","Jabatan","8111","PEKERJA TAMBANG DAN PEKERJA PENGGALIAN LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8111 > 8111.99","ya","942"
"8112","8112","4","Subgolongan","811","OPERATOR MESIN PENGOLAHAN BIJIH MINERAL DAN BATU","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8112","tidak","942"
"8112.01","811201","6","Jabatan","8112","OPERATOR MESIN PEMECAH MINERAL DAN BATU","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8112 > 8112.01","tidak","942"
"8112.02","811202","6","Jabatan","8112","PEKERJA FLOTASI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8112 > 8112.02","tidak","943"
"8112.03","811203","6","Jabatan","8112","PENAMBANG EMAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8112 > 8112.03","tidak","943"
"8112.04","811204","6","Jabatan","8112","OPERATOR MESIN PEMOTONG DAN PENGOLAH BATU","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8112 > 8112.04","tidak","943"
"8112.05","811205","6","Jabatan","8112","OPERATOR MESIN PENGGILING MINERAL","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8112 > 8112.05","tidak","943"
"8112.99","811299","6","Jabatan","8112","OPERATOR MESIN PENGOLAHAN BIJIH MINERAL DAN BATU LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8112 > 8112.99","ya","944"
"8113","8113","4","Subgolongan","811","PEKERJA PENGEBORAN DAN PENGGALIAN SUMUR YBDI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8113","tidak","944"
"8113.01","811301","6","Jabatan","8113","OPERATOR PERALATAN PENGEBORAN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8113 > 8113.01","tidak","945"
"8113.02","811302","6","Jabatan","8113","PEKERJA BOR","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8113 > 8113.02","tidak","945"
"8113.03","811303","6","Jabatan","8113","PEKERJA DEREK","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8113 > 8113.03","tidak","945"
"8113.04","811304","6","Jabatan","8113","OPERATOR PERAWATAN SUMUR","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8113 > 8113.04","tidak","946"
"8113.05","811305","6","Jabatan","8113","OPERATOR PENGUJIAN SUMUR","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8113 > 8113.05","tidak","946"
"8113.99","811399","6","Jabatan","8113","PEKERJA PENGEBORAN DAN PENGGALIAN SUMUR YBDI LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8113 > 8113.99","ya","946"
"8114","8114","4","Subgolongan","811","OPERATOR MESIN PENGOLAHAN SEMEN, BATU, DAN MINERAL LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8114","tidak","946"
"8114.01","811401","6","Jabatan","8114","OPERATOR MESIN PRODUKSI BETON","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8114 > 8114.01","tidak","947"
"8114.02","811402","6","Jabatan","8114","OPERATOR MESIN PRODUKSI BATU CETAK","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8114 > 8114.02","tidak","948"
"8114.03","811403","6","Jabatan","8114","OPERATOR MESIN INDUSTRI PEMOLESAN INTAN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8114 > 8114.03","tidak","948"
"8114.04","811404","6","Jabatan","8114","OPERATOR KILN (MESIN PEMBAKARAN) PRODUK SEMEN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8114 > 8114.04","tidak","948"
"8114.05","811405","6","Jabatan","8114","OPERATOR MESIN PENCAMPUR ASPAL","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8114 > 8114.05","tidak","948"
"8114.06","811406","6","Jabatan","8114","OPERATOR MESIN PEMOLESAN BATU","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8114 > 8114.06","tidak","948"
"8114.99","811499","6","Jabatan","8114","OPERATOR MESIN PENGOLAHAN SEMEN, BATU, DAN MINERAL LAINNYA YTDL","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 811 > 8114 > 8114.99","ya","949"
"812","812","3","Golongan","81","OPERATOR MESIN PENGOLAHAN LOGAM","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812","tidak","949"
"8121","8121","4","Subgolongan","812","OPERATOR MESIN PENGOLAHAN LOGAM","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8121","tidak","949"
"8121.01","812101","6","Jabatan","8121","OPERATOR MESIN PENUANG (LADLE POURER)","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8121 > 8121.01","tidak","950"
"8121.02","812102","6","Jabatan","8121","PEKERJA PENGGULUNG BAJA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8121 > 8121.02","tidak","950"
"8121.03","812103","6","Jabatan","8121","OPERATOR MESIN PENGOLAHAN PANAS LOGAM","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8121 > 8121.03","tidak","951"
"8121.04","812104","6","Jabatan","8121","OPERATOR MESIN PENGEKSTRUSI LOGAM","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8121 > 8121.04","tidak","951"
"8121.05","812105","6","Jabatan","8121","OPERATOR MESIN PEMURNIAN LOGAM","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8121 > 8121.05","tidak","951"
"8121.99","812199","6","Jabatan","8121","OPERATOR MESIN PENGOLAHAN LOGAM LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8121 > 8121.99","ya","951"
"8122","8122","4","Subgolongan","812","OPERATOR MESIN PENYELESAIAN, PENYEPUHAN, DAN PELAPISAN LOGAM","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8122","tidak","951"
"8122.01","812201","6","Jabatan","8122","OPERATOR MESIN PELAPIS LOGAM/SEPUH (LISTRIK)","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8122 > 8122.01","tidak","952"
"8122.02","812202","6","Jabatan","8122","OPERATOR MESIN PELAPIS LOGAM/SEPUH (CELUP)","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8122 > 8122.02","tidak","952"
"8122.03","812203","6","Jabatan","8122","OPERATOR MESIN PELAPIS LOGAM/SEMPROT LOGAM","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8122 > 8122.03","tidak","953"
"8122.99","812299","6","Jabatan","8122","OPERATOR MESIN PENYELESAIAN, PENYEPUHAN, DAN PELAPISAN LOGAM LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 812 > 8122 > 8122.99","ya","953"
"813","813","3","Golongan","81","OPERATOR MESIN PENGOLAHAN BAHAN KIMIA DAN FOTOGRAFI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813","tidak","953"
"8131","8131","4","Subgolongan","813","OPERATOR MESIN PENGOLAHAN BAHAN KIMIA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8131","tidak","954"
"8131.01","813101","6","Jabatan","8131","OPERATOR MESIN BLENDER","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8131 > 8131.01","tidak","954"
"8131.02","813102","6","Jabatan","8131","OPERATOR MESIN PENYULINGAN MINYAK BUMI DAN GAS ALAM","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8131 > 8131.02","tidak","955"
"8131.03","813103","6","Jabatan","8131","OPERATOR MESIN PENYULINGAN SELAIN MINYAK BUMI DAN GAS ALAM","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8131 > 8131.03","tidak","955"
"8131.04","813104","6","Jabatan","8131","OPERATOR MESIN FARMASI DAN KEPERLUAN KEBERSIHAN PRIBADI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8131 > 8131.04","tidak","955"
"8131.05","813105","6","Jabatan","8131","OPERATOR MESIN PRODUKSI LILIN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8131 > 8131.05","tidak","956"
"8131.06","813106","6","Jabatan","8131","OPERATOR MESIN PRODUKSI BAHAN PELEDAK","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8131 > 8131.06","tidak","956"
"8131.07","813107","6","Jabatan","8131","OPERATOR MESIN SPINNER PENGOLAHAN SAMPAH","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8131 > 8131.07","tidak","956"
"8131.99","813199","6","Jabatan","8131","OPERATOR MESIN PENGOLAHAN BAHAN KIMIA LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8131 > 8131.99","ya","956"
"8132","8132","4","Subgolongan","813","OPERATOR MESIN PENGOLAHAN PRODUK FOTOGRAFI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8132","tidak","957"
"8132.01","813201","6","Jabatan","8132","TEKNISI KAMAR GELAP","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8132 > 8132.01","tidak","957"
"8132.02","813202","6","Jabatan","8132","JURU PEMROSES FOTOGRAFI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8132 > 8132.02","tidak","957"
"8132.03","813203","6","Jabatan","8132","OPERATOR MESIN FOTOGRAFI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8132 > 8132.03","tidak","958"
"8132.04","813204","6","Jabatan","8132","JURU PENCETAK FOTOGRAFI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8132 > 8132.04","tidak","958"
"8132.05","813205","6","Jabatan","8132","OPERATOR MESIN PEMBUAT KERTAS DAN FILM FOTOGRAFI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8132 > 8132.05","tidak","958"
"8132.99","813299","6","Jabatan","8132","OPERATOR MESIN PENGOLAHAN PRODUK FOTOGRAFI LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 813 > 8132 > 8132.99","ya","958"
"814","814","3","Golongan","81","OPERATOR MESIN PENGOLAHAN KARET, PLASTIK, DAN KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814","tidak","958"
"8141","8141","4","Subgolongan","814","OPERATOR MESIN PENGOLAHAN KARET","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8141","tidak","959"
"8141.01","814101","6","Jabatan","8141","OPERATOR MESIN EKSTRUSI KARET","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8141 > 8141.01","tidak","960"
"8141.02","814102","6","Jabatan","8141","OPERATOR MESIN PENGGILINGAN KARET","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8141 > 8141.02","tidak","960"
"8141.03","814103","6","Jabatan","8141","OPERATOR MESIN PENCETAK KARET","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8141 > 8141.03","tidak","960"
"8141.04","814104","6","Jabatan","8141","OPERATOR MESIN PRODUK KARET","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8141 > 8141.04","tidak","960"
"8141.05","814105","6","Jabatan","8141","OPERATOR MESIN PEMBUAT BAN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8141 > 8141.05","tidak","961"
"8141.06","814106","6","Jabatan","8141","JURU VULKANISIR BAN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8141 > 8141.06","tidak","961"
"8141.99","814199","6","Jabatan","8141","OPERATOR MESIN PENGOLAHAN KARET LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8141 > 8141.99","ya","961"
"8142","8142","4","Subgolongan","814","OPERATOR MESIN PENGOLAHAN PLASTIK","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8142","tidak","961"
"8142.01","814201","6","Jabatan","8142","OPERATOR MESIN PENIUP BOTOL PLASTIK","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8142 > 8142.01","tidak","962"
"8142.02","814202","6","Jabatan","8142","OPERATOR MESIN PRES LAMINASI PLASTIK","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8142 > 8142.02","tidak","962"
"8142.03","814203","6","Jabatan","8142","OPERATOR MESIN EKSTRUSI PLASTIK","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8142 > 8142.03","tidak","962"
"8142.04","814204","6","Jabatan","8142","OPERATOR MESIN PRODUK PLASTIK","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8142 > 8142.04","tidak","963"
"8142.05","814205","6","Jabatan","8142","OPERATOR MESIN PENGHANCUR PLASTIK","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8142 > 8142.05","tidak","963"
"8142.99","814299","6","Jabatan","8142","OPERATOR MESIN PRODUK PLASTIK LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8142 > 8142.99","ya","963"
"8143","8143","4","Subgolongan","814","OPERATOR MESIN PENGOLAHAN KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8143","tidak","963"
"8143.01","814301","6","Jabatan","8143","OPERATOR MESIN PRODUK KARTON","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8143 > 8143.01","tidak","964"
"8143.02","814302","6","Jabatan","8143","OPERATOR MESIN PRODUK KOTAK KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8143 > 8143.02","tidak","964"
"8143.03","814303","6","Jabatan","8143","OPERATOR MESIN PRODUK AMPLOP DAN KANTONG KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8143 > 8143.03","tidak","964"
"8143.04","814304","6","Jabatan","8143","OPERATOR MESIN PRODUK KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8143 > 8143.04","tidak","964"
"8143.05","814305","6","Jabatan","8143","PENGHANCUR BUBUR KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8143 > 8143.05","tidak","965"
"8143.99","814399","6","Jabatan","8143","OPERATOR MESIN PENGOLAHAN KERTAS LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 814 > 8143 > 8143.99","ya","965"
"815","815","3","Golongan","81","OPERATOR MESIN PENGOLAHAN TEKSTIL, KULIT, DAN BULU","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815","tidak","965"
"8151","8151","4","Subgolongan","815","OPERATOR MESIN PENYIAPAN, PEMINTALAN, DAN PENGGULUNGAN SERAT","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8151","tidak","966"
"8151.01","815101","6","Jabatan","8151","OPERATOR MESIN PENYIAPAN SERAT","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8151 > 8151.01","tidak","967"
"8151.02","815102","6","Jabatan","8151","OPERATOR MESIN PEMINTALAN BENANG","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8151 > 8151.02","tidak","967"
"8151.03","815103","6","Jabatan","8151","OPERATOR MESIN PEMILINAN BENANG","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8151 > 8151.03","tidak","967"
"8151.04","815104","6","Jabatan","8151","OPERATOR MESIN PENGGULUNGAN BENANG","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8151 > 8151.04","tidak","967"
"8151.99","815199","6","Jabatan","8151","OPERATOR MESIN PENYIAPAN, PEMINTALAN, DAN PENGGULUNGAN SERAT LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8151 > 8151.99","ya","968"
"8152","8152","4","Subgolongan","815","OPERATOR MESIN TENUN DAN RAJUT","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8152","tidak","968"
"8152.01","815201","6","Jabatan","8152","OPERATOR MESIN RAJUT","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8152 > 8152.01","tidak","968"
"8152.02","815202","6","Jabatan","8152","OPERATOR MESIN PRODUKSI JARING","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8152 > 8152.02","tidak","969"
"8152.03","815203","6","Jabatan","8152","OPERATOR MESIN TENUN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8152 > 8152.03","tidak","969"
"8152.99","815299","6","Jabatan","8152","OPERATOR MESIN TENUN DAN RAJUT LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8152 > 8152.99","ya","969"
"8153","8153","4","Subgolongan","815","OPERATOR MESIN JAHIT","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8153","tidak","969"
"8153.01","815301","6","Jabatan","8153","OPERATOR MESIN OBRAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8153 > 8153.01","tidak","970"
"8153.02","815302","6","Jabatan","8153","OPERATOR MESIN SULAM ATAU BORDIR","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8153 > 8153.02","tidak","970"
"8153.99","815399","6","Jabatan","8153","OPERATOR MESIN JAHIT LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8153 > 8153.99","ya","971"
"8154","8154","4","Subgolongan","815","OPERATOR MESIN PEMUTIHAN, PENCELUPAN, DAN PEMBERSIHAN KAIN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8154","tidak","971"
"8154.01","815401","6","Jabatan","8154","OPERATOR MESIN PEMUTIHAN KAIN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8154 > 8154.01","tidak","971"
"8154.02","815402","6","Jabatan","8154","OPERATOR MESIN PENCELUPAN TEKSTIL","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8154 > 8154.02","tidak","972"
"8154.99","815499","6","Jabatan","8154","OPERATOR MESIN PEMUTIHAN, PENCELUPAN, DAN PEMBERSIHAN KAIN LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8154 > 8154.99","ya","972"
"8155","8155","4","Subgolongan","815","OPERATOR MESIN PENYIAPAN BULU DAN KULIT","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8155","tidak","972"
"8155.01","815501","6","Jabatan","8155","OPERATOR MESIN PEMBERSIHAN BULU JANGAT","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8155 > 8155.01","tidak","973"
"8155.02","815502","6","Jabatan","8155","OPERATOR MESIN PEWARNAAN KULIT","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8155 > 8155.02","tidak","973"
"8155.03","815503","6","Jabatan","8155","OPERATOR MESIN PENYAMAKAN KULIT","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8155 > 8155.03","tidak","973"
"8155.99","815599","6","Jabatan","8155","OPERATOR MESIN PENYIAPAN BULU DAN KULIT LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8155 > 8155.99","ya","974"
"8156","8156","4","Subgolongan","815","OPERATOR MESIN PEMBUAT SEPATU DAN YBDI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8156","tidak","974"
"8156.00","815600","6","Jabatan","8156","OPERATOR MESIN PEMBUAT SEPATU DAN YBDI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8156 > 8156.00","tidak","974"
"8157","8157","4","Subgolongan","815","OPERATOR MESIN PENATU","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8157","tidak","974"
"8157.01","815701","6","Jabatan","8157","OPERATOR MESIN CUCI KERING","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8157 > 8157.01","tidak","975"
"8157.02","815702","6","Jabatan","8157","OPERATOR MESIN LAUNDRY","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8157 > 8157.02","tidak","975"
"8157.03","815703","6","Jabatan","8157","OPERATOR MESIN PRES","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8157 > 8157.03","tidak","976"
"8157.99","815799","6","Jabatan","8157","OPERATOR MESIN PENATU LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8157 > 8157.99","ya","976"
"8159","8159","4","Subgolongan","815","OPERATOR MESIN PENGOLAHAN TEKSTIL, BULU, DAN KULIT YTDL","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8159","ya","976"
"8159.01","815901","6","Jabatan","8159","OPERATOR MESIN PEMBUAT TOPI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8159 > 8159.01","tidak","976"
"8159.02","815902","6","Jabatan","8159","OPERATOR MESIN PEMBUAT POLA TEKSTIL","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8159 > 8159.02","tidak","977"
"8159.99","815999","6","Jabatan","8159","OPERATOR MESIN PENGOLAHAN TEKSTIL, BULU, DAN KULIT YTDL LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 815 > 8159 > 8159.99","ya","977"
"816","816","3","Golongan","81","OPERATOR MESIN PENGOLAHAN MAKANAN DAN YBDI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 816","tidak","977"
"8160","8160","4","Subgolongan","816","OPERATOR MESIN PENGOLAHAN MAKANAN DAN YBDI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 816 > 8160","tidak","978"
"8160.01","816001","6","Jabatan","8160","OPERATOR MESIN PEMBUATAN ROTI DAN KUE","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 816 > 8160 > 8160.01","tidak","979"
"8160.02","816002","6","Jabatan","8160","OPERATOR MESIN PEMBUATAN COKELAT","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 816 > 8160 > 8160.02","tidak","979"
"8160.03","816003","6","Jabatan","8160","OPERATOR MESIN PEMBUATAN PRODUK SUSU","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 816 > 8160 > 8160.03","tidak","979"
"8160.04","816004","6","Jabatan","8160","OPERATOR MESIN PENGOLAHAN IKAN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 816 > 8160 > 8160.04","tidak","979"
"8160.05","816005","6","Jabatan","8160","OPERATOR MESIN PENGOLAHAN DAGING","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 816 > 8160 > 8160.05","tidak","980"
"8160.06","816006","6","Jabatan","8160","OPERATOR MESIN PENGOLAHAN SUSU","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 816 > 8160 > 8160.06","tidak","980"
"8160.07","816007","6","Jabatan","8160","OPERATOR MESIN PRODUKSI ROKOK DAN CERUTU","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 816 > 8160 > 8160.07","tidak","980"
"8160.08","816008","6","Jabatan","8160","OPERATOR MESIN PENYANGRAI KOPI","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 816 > 8160 > 8160.08","tidak","980"
"8160.99","816099","6","Jabatan","8160","OPERATOR MESIN PENGOLAHAN MAKANAN, TEMBAKAU, DAN YBDI LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 816 > 8160 > 8160.99","ya","981"
"817","817","3","Golongan","81","OPERATOR MESIN PENGOLAHAN KAYU DAN PEMBUATAN KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817","tidak","981"
"8171","8171","4","Subgolongan","817","OPERATOR MESIN PENGOLAHAN BUBUR KERTAS DAN PEMBUATAN KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8171","tidak","981"
"8171.01","817101","6","Jabatan","8171","PEKERJA PEMBUATAN BUBUR KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8171 > 8171.01","tidak","981"
"8171.02","817102","6","Jabatan","8171","OPERATOR PEMUTIHAN BUBUR KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8171 > 8171.02","tidak","982"
"8171.03","817103","6","Jabatan","8171","OPERATOR PENYARING BUBUR KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8171 > 8171.03","tidak","982"
"8171.04","817104","6","Jabatan","8171","TEKNISI MESIN BUBUR KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8171 > 8171.04","tidak","982"
"8171.05","817105","6","Jabatan","8171","OPERATOR MESIN PRODUKSI KERTAS","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8171 > 8171.05","tidak","982"
"8171.99","817199","6","Jabatan","8171","OPERATOR MESIN PENGOLAHAN BUBUR KERTAS DAN PEMBUATAN KERTAS LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8171 > 8171.99","ya","983"
"8172","8172","4","Subgolongan","817","OPERATOR MESIN PENGOLAHAN KAYU","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8172","tidak","983"
"8172.01","817201","6","Jabatan","8172","OPERATOR MESIN GERGAJI SIRKULAR","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8172 > 8172.01","tidak","983"
"8172.02","817202","6","Jabatan","8172","OPERATOR MESIN PEMOTONGAN KAYU GELONDONGAN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8172 > 8172.02","tidak","984"
"8172.03","817203","6","Jabatan","8172","OPERATOR MESIN PRES KAYU LAPIS/PLYWOOD","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8172 > 8172.03","tidak","984"
"8172.04","817204","6","Jabatan","8172","OPERATOR PENGGERGAJIAN KAYU","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8172 > 8172.04","tidak","984"
"8172.99","817299","6","Jabatan","8172","OPERATOR MESIN PENGOLAHAN KAYU LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 817 > 8172 > 8172.99","ya","984"
"818","818","3","Golongan","81","OPERATOR MESIN STASIONER LAINNYA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 818","tidak","985"
"8181","8181","4","Subgolongan","818","OPERATOR MESIN PENGOLAHAN KACA DAN KERAMIK","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 818 > 8181","tidak","985"
"8181.01","818101","6","Jabatan","8181","OPERATOR TUNGKU PRODUKSI KACA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 818 > 8181 > 8181.01","tidak","986"
"8181.02","818102","6","Jabatan","8181","OPERATOR KILN (MESIN PEMBAKARAN) BATU BATA, UBIN, DAN GENTENG","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 818 > 8181 > 8181.02","tidak","986"
"8181.03","818103","6","Jabatan","8181","OPERATOR KILN (MESIN PEMBAKARAN) TEMBIKAR DAN PORSELEN","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 818 > 8181 > 8181.03","tidak","987"
"8181.04","818104","6","Jabatan","8181","OPERATOR MESIN PENIUP KACA","8","OPERATOR DAN PERAKIT MESIN","8 > 81 > 818 > 8181 > 8181.04","tidak","987"
